,gender,age,id,became_member_on,income
12904,F,81,4a9bc1f40ff94099b16b010c4ba12ef3,20170830,36000.0
12946,M,43,5312d41f8b894531863a6b507786d802,20180208,36000.0
12949,M,67,e9efde502cd0478caab475dfece7d412,20170916,37000.0
12956,M,65,be630b1393a744798b87e3ef23f46aed,20160127,34000.0
12961,M,48,3bac1d9011f041f299f828a72b16a16a,20151002,31000.0
12975,F,41,da33b9ed8f22454fbd08b8915cdb777f,20180101,37000.0
12981,M,28,4272f84fac8744f39cca36e2b957926b,20170317,38000.0
12989,M,23,21da6ca3b11e4949b917f750cc886c63,20180405,37000.0
12998,F,93,b1ba950321fc4168a766afefe99bc675,20180228,38000.0
13003,M,32,e943d191bfc44591a7bad20cc1548190,20160623,31000.0
13006,M,27,400b14d6db8e419fb7e9b8ee738dab3e,20170830,31000.0
13030,M,59,9a8a361aed934601999cd5500be11805,20171212,32000.0
13033,M,29,17a83b17fa7b4293989b830cfa30546a,20171121,38000.0
13047,F,75,ab8d4ddad94e463f98c1d560ee9217a7,20180226,31000.0
13048,M,44,29d30b36b320430f9a00ceee99b7a5d2,20180406,37000.0
13049,M,58,b5b17db2d0af49fe89abfd7076b605a8,20170226,39000.0
13071,M,49,6a8e49db5013461e80bc476507b75dd9,20160321,32000.0
13073,M,48,6e7a3b3499324084b562ca674d681f81,20171015,36000.0
13079,M,31,5d413da3f98b48a68dd3e8f2c61f85ad,20180103,32000.0
13092,F,38,b64b47afe1c84ef3be509adaa8e90531,20160905,36000.0
13096,M,32,b18ede11af8c44cfa56289fd58f04573,20150124,37000.0
13103,M,36,3f412742bf944b8a9e00715c8e0c485b,20170808,31000.0
13116,M,56,a80a2e4ecd45448086720b0f0fc0f0dd,20170925,32000.0
13127,M,66,a97051ceb2824a37bae1dbfbad9afae5,20171116,31000.0
13135,F,36,7e977aa0ba834fe5b07ad04e6908a6ca,20170824,38000.0
13141,M,62,fb7e21825286437589fd9a26990fe2fc,20171019,37000.0
13143,M,57,30e4256f433d4d3c8c5c5f2bec9f8b5b,20180502,34000.0
13145,M,30,20080fae77d94491bb0827a255bff246,20170822,32000.0
13146,F,49,0934fd310ac249179c6b61292cc14e8c,20171027,32000.0
13150,M,33,ce15a44d0b544b788e4b8c553a8829d8,20160128,30000.0
13156,M,73,63e89a3c5744490595a4bdc12194b538,20180420,32000.0
13159,M,41,208774c819704d538c82f1d2b67a757d,20170603,31000.0
13178,M,38,c75d5ed74f0b49d2b93b9fbc41eae777,20180117,31000.0
13192,F,26,9ad0113b2b394075bf740e1bd8938536,20180428,30000.0
13201,M,22,9109b199a0e14ec4be054d2de0ab317d,20170122,35000.0
13203,M,21,729edf023aa244919d6bb973901614cc,20170928,39000.0
13209,M,52,6cc7905aff274c08be9a1424bf2d1342,20171010,37000.0
13216,M,19,b9d9ecf32ae046589bdd88bc7ad2aa3d,20170727,34000.0
13217,M,60,2e900e4e6e0f412d927997c0551f2cf7,20160928,32000.0
13234,M,56,99129a5d44304888a2156e5c923cfed6,20180605,39000.0
13253,F,46,a074925eb4cd4b46a22fe8206b36ac2e,20151117,34000.0
13257,M,34,3abb020e9b25490c820a77f12b469d9b,20180108,36000.0
13259,M,32,8cda8fffb794461e9a6ac849d1e37ab7,20150822,30000.0
13278,M,76,395c06704b624b889bcf8c39489889dc,20180624,35000.0
13279,F,52,f2b8206c03384a19819420abd6c80680,20170505,34000.0
13288,F,89,b36cb0282ac44c10840000c651d5bf4f,20170313,32000.0
13289,F,38,1e7f8996c341413aa707fc95bc3482ff,20180716,39000.0
13298,O,32,dc858f1f56fe418fa61d84869962bbe8,20171210,33000.0
13301,M,46,20d1314754e849899f8e0acb33c9bb9c,20140406,31000.0
13307,M,71,c22e09f9de3447718364f5fb0b65ad78,20140809,38000.0
13315,M,86,f9df4a32439047ddb7378321a4556409,20180207,36000.0
13353,F,66,c09974715bbc429eb7145eb6b0235852,20161029,32000.0
13370,M,94,630877cab20f4a3dae2c9e01cb8e0880,20180129,33000.0
13375,M,59,175f0366e6d5451da2eb17a94b7fa314,20131026,39000.0
13385,M,67,5e88942907df43d5b8f4bc1534d32903,20180724,35000.0
13387,F,40,f0909775a38e450e99f1e426e0807b30,20170807,36000.0
13388,M,61,1638610e7df249a39e26d8fdde87874a,20171112,33000.0
13398,M,47,51a9153b1a664f708398fc0e8927892b,20170212,37000.0
13404,M,19,9db96a2acfea40e6a7bf1f205ff54323,20140616,31000.0
13406,F,71,ebb255b6cc84433786f71c37f80ce14a,20180312,32000.0
13412,M,43,a43970e00d2d4bf68ec23a67804097ea,20180422,30000.0
13417,M,40,0f6b76564fbb446c977f5330b3d8567c,20140521,38000.0
13418,F,84,9bc4b2ca147b42d08a4c2c55a16c2604,20170401,31000.0
13419,F,60,4255c07360cd4efb9fcc401dfcc995ae,20180209,30000.0
13427,M,45,61fe324417804f37a5c60a911c15f2f1,20180414,33000.0
13428,F,35,6242d849cb3e401aa398ef3aefd21846,20170801,39000.0
13450,M,44,a8a855535d7f42858f15975dbd444310,20170314,32000.0
13452,M,82,12279fadfd514607871f8b525780edc4,20180630,37000.0
13462,M,54,c69fead32038462780aa8435fa446189,20180105,35000.0
13463,F,57,16fb582d943d42c4a8a9865aaacf51d6,20180429,38000.0
13470,F,54,3a3aa6529e4d4567bce67cfe80f93e5e,20180721,38000.0
13504,M,22,ec141650f36340a0a68a1e1e8cf79cd0,20171228,33000.0
13505,M,65,431cf1d3f64f438f9fc21a04e2a10afb,20171215,34000.0
13521,M,43,d2e2f4621ecc4c1f89095c120b56595c,20161201,35000.0
13533,M,22,00d791e20c564add8056498e40eb56cc,20151224,32000.0
13553,M,65,6886b54723024200abba01cc65818a90,20180717,36000.0
13554,M,71,d33d6ec6e0864025b9209e7a7792b90d,20180629,36000.0
13559,F,38,3262e55fe1c0449ead17fe470167d12a,20131119,39000.0
13564,M,72,db5a707ab9fb4c68aec1560d03b4991d,20161028,33000.0
13578,F,73,8fcb91fc24334be398bfc8fca03223f5,20160704,37000.0
13579,M,43,bd232ba14e124b91a0adcac29dc1792e,20160401,34000.0
13586,M,42,6cf57647983849ac831a87f0c5baafc5,20170316,34000.0
13592,M,43,e94cd73295a4450983d092b3b2ff1523,20180110,39000.0
13595,M,66,3f42ec0d1791410b86ced8f3700a1f25,20150811,37000.0
13612,M,25,c100c7f877fd45d7ab09717bf812dc47,20170413,30000.0
13641,M,79,62eab59fc118460c81ad6688e5532e9f,20180724,30000.0
13645,M,33,ce537cf8e64f4bdc96525b06631fb5ae,20171027,33000.0
13648,M,27,a6f23de017f347ae9f9732015c0592fe,20170812,37000.0
13658,M,20,5495db54251e492d989822a1444ac7d7,20180107,34000.0
13674,F,35,6f4dce8dbb044c0eb773d40fb2604bc3,20180501,31000.0
13679,F,56,95f37a4a6f8b4bf6b9f91d62db4457dc,20130818,38000.0
13693,M,49,bca5a5ccd80d4c438ee767d2da84ebaa,20180515,36000.0
13695,M,42,8fef088adc7f4d9e942bab5a229eed42,20180510,33000.0
13698,M,33,1044403864ed41af9cc17577c185abc4,20150816,39000.0
13702,F,33,d6ae309f1a5e4994aa32b8bc894aaadf,20151221,37000.0
13719,M,54,07adfad3f0c54e738d60fd5a51285486,20180702,37000.0
13738,M,55,759ec3a510e84d9598cf238f719dbda5,20160828,37000.0
13757,M,68,3dc3a03a40254297ac72836a40895ff1,20171119,32000.0
13766,M,34,d7b6b45a1c6243b5aafaa1b6343d5391,20140301,32000.0
13768,M,51,5372ee6f2b524b36b4d7008e4e120f72,20170907,30000.0
13770,M,47,edcddc3f57f34f09a049559d2606cf6b,20171206,32000.0
13788,M,42,39d63fe475894b0888e256ced6af85a9,20171020,38000.0
13791,M,18,25af91e1d87248c387b17bcba16372b8,20180112,31000.0
13798,M,34,93cab11de46545cb918d43af7f015ffb,20180528,34000.0
13812,M,35,cfe3394ce49941a5862bb463842a16a5,20180217,33000.0
13815,M,37,40c15d841bd9499f885a2b485fcb689a,20170731,38000.0
13827,F,23,77757e0333ce4cdaae519df31d3aed3a,20171018,34000.0
13839,M,75,61c781eeef254be58c28148e536ce5e4,20170301,35000.0
13841,M,46,b75f93132fa040c8a2ef895cd7be10ce,20160817,36000.0
13846,M,35,d1f564d61cb845a8874e58f607faaacd,20160320,35000.0
13848,M,20,639314daa82a46558c17020fd84d03f6,20170823,37000.0
13855,M,78,af4bb07bf5364e9783f5bd740b27ed8f,20160928,39000.0
13870,F,24,f853e761e3b44d40a783a9fd8c62e443,20180228,38000.0
13877,M,36,3fab840fa8cd489faf5b86ae7e49b340,20180309,33000.0
13879,F,22,0f6ff347c72c45ecb8a10010061419cb,20171214,36000.0
13885,F,25,1815f561a304441886c75af2aedbf6f9,20140110,34000.0
13902,M,51,0dae72f0da8849e9b0f95050e6c69856,20140106,32000.0
13908,F,55,d8d491330a0e4b099f05f5fd7b972f20,20180109,32000.0
13913,M,33,9fde7b28470b494ab6b5e801b1d3eafa,20171209,34000.0
13926,M,60,285fc1b40f194fafbe95c9cfbc6b3d6f,20180628,35000.0
13936,M,62,0c4823420e2a4d53801e6d71874aaa65,20161117,39000.0
13938,F,39,59fbf8362d894ad99ba29f42ac99c07e,20170726,37000.0
13939,M,61,3a9a6ee0506c49dcbad7ce26a99cb90d,20180417,34000.0
13947,M,28,4ff459a228be43a5b23d59b12f4cfbe6,20180513,31000.0
13967,M,37,37fe1a9de1c1480e8557d097835d7c0f,20180208,33000.0
13982,F,62,3e53b5f8dd95442ab475df8a21906839,20171010,37000.0
14000,M,73,2a070c1a63e348fda6f9772df48f4c85,20171104,36000.0
14001,M,20,41fb0042a8cf41799cbdba83425478a1,20160501,38000.0
14017,F,84,291846e5c1564e708c4f0b3a1e251dd7,20170730,35000.0
14021,F,58,4f4e4347594e4f898199f898eebcefd8,20170915,30000.0
14024,M,57,77cce09afacf466c84681f7cca06cf07,20150529,31000.0
14035,M,34,ebdac31adcac4ed4aedf568a4ea23843,20170813,39000.0
14036,M,73,b91c99612ba54860b8702522d5431904,20180408,39000.0
14041,M,54,63bab4a396d4412793e7d04daac7e72b,20180216,31000.0
14042,M,66,0383a12d3a2d4fbb86ec83bd0c25eead,20170806,36000.0
14045,F,71,e1e614f30e9c45478d1c5aa8fe3c6dbb,20180318,34000.0
14055,M,81,9f4a95aba49a495b866f26ae2d2916fd,20171203,39000.0
14065,M,58,731bc41295b343c5b3828ff0bfe7a494,20180514,30000.0
14075,M,55,33152c020d074dfbb0e44ab32bcd26a3,20170708,36000.0
14085,M,28,d5a3f124729048cc97979cee3fbe2ca0,20180328,36000.0
14091,F,71,0494aa6671414fab9837fa3cd45e72bc,20160210,36000.0
14093,M,42,0ca46c6ce97a4f0eb2b64423527f86b5,20180130,38000.0
14094,M,23,e36ef3d24b5546b4a2d037f758d0a396,20140414,38000.0
14095,F,43,668a6a51df4b454b93c31c945bc5eb76,20160203,39000.0
14096,F,35,75f1a3a88b5845feba167c6380f4dba2,20180527,38000.0
14099,M,43,46793479567542f2af5582f99653338e,20180208,33000.0
14100,M,57,074c30edf3194b0e9cebaf64256bcfe1,20140627,36000.0
14102,F,44,38b7030d582540d3947f83a043c762bc,20180324,33000.0
14112,M,48,0c2ade08c3324036901605a050fc3c69,20180118,37000.0
14119,M,28,26b829cb9bf64ee7b5fe79a7a7ba1c4d,20170803,33000.0
14133,M,49,21c94eb7999a490dbdd2594efd24b699,20171225,34000.0
14139,M,60,4cf3fba7ec604ceab2dfbf74a8d435db,20170503,35000.0
14142,M,26,f7e5b4482f474c70a3be6e95fb04481a,20161129,30000.0
14146,M,71,7cf26de9d6324edab6b15e19bda2bec7,20171023,34000.0
14163,F,40,b0b38eb96f02433ba5fa961b87e89564,20170215,30000.0
14172,M,46,85e598f6dff54af2a6167cdd3fdca7de,20180215,38000.0
14179,M,37,c05efe90da0d4d2f9ea66f178e0534e9,20180418,35000.0
14190,F,71,bebdc3abc2044d1a9786c77d72d215c0,20170815,36000.0
14198,M,71,7755e54d9154452dadfa55e74f9bbaae,20180714,36000.0
14206,M,35,a7a0d8c4d2644519bd8f5dffcb7a7efb,20171213,34000.0
14208,F,34,df54408568b247e39f8b1358eedb44c5,20161207,39000.0
14213,F,78,486599adb78f432cb7e1016331360701,20180222,37000.0
14214,F,41,3a7959e6b03b409f8e1e8c1b4db7b29b,20180216,35000.0
14248,F,29,2c0737ea75b447de9dbe111886335593,20140119,38000.0
14258,M,65,e0d0940a726544d29b8c93adf7c39fa2,20170210,37000.0
14262,F,21,a2c0832f98d540d1adc77e5bde4b0787,20160927,31000.0
14264,M,49,69ba4dacbb2d4421ba1edf46197122f8,20171127,32000.0
14272,M,36,4bcd890290d446239306584a3eb0d3fb,20150823,30000.0
14284,M,35,f05547e416074d96a0504cfa5908231b,20171203,34000.0
14285,M,66,1e29d753cc1247979132b3b86acf2adc,20150829,36000.0
14292,F,21,cfa15846c36e4551bd3f7758e5614c3b,20171222,35000.0
14299,F,22,a4f36131192347019fdefb4c94a257a4,20180102,39000.0
14301,M,72,c7a6bf2558554bf5954ed506eb3968f1,20140207,39000.0
14309,M,50,046a2f9c32c14e7e9ad508f811ebfa2e,20170118,30000.0
14310,M,20,bd52aa1e72284ae69f476817c9989794,20180123,39000.0
14313,M,98,75225655a1c44546a18f100f7c864f98,20150403,37000.0
14314,M,46,c9171195c1a249bc9d7d86daa8c92457,20180521,34000.0
14319,M,31,cf6c877f4d7d411aa0e3bb4a7a566834,20180516,36000.0
14322,M,80,0be7a1517b0549c991926c94869d8fb5,20170311,34000.0
14338,M,65,e090625f96d84893ae91f09e609feb8e,20161006,39000.0
14344,M,22,f46b68de20f240bfa0e513b4646c43cc,20170803,33000.0
14352,F,46,72151d82bbba4be3bcf20ba8b451e332,20170910,32000.0
14360,M,19,a83c4496729c415691adfabfb80a24db,20170818,32000.0
14368,M,47,9131dfc0370c4dea85ef9f5c4d4177ce,20170816,32000.0
14369,M,30,3bf266ed72ec4b73a84d8f7029f0fb72,20170213,31000.0
14371,F,60,550628b94af7485aa1b9a742146c28e3,20160123,32000.0
14377,M,29,2afddead3edc4fcd9c6c1840c3de2950,20171118,30000.0
14401,M,43,a7f01375c50144a9b54749baf93b54f8,20170902,31000.0
14405,F,43,4056d15bfaf94aca9600d139493cee45,20170905,31000.0
14417,M,65,72faeca8924a4501ab16088c3de45173,20180503,32000.0
14437,F,22,35dd2c597c7e43d8b8c53ade81e8350f,20180301,31000.0
14445,M,35,907a887894d14bcc9dc55d24a2e3c464,20180610,37000.0
14453,F,50,b83015754a8f40039405b5edd29252b2,20180107,33000.0
14469,F,70,ea852d66433644f39563afec12ae39c2,20171126,35000.0
14502,M,63,a2d4c124881d4e57afe49870239612b3,20180403,36000.0
14523,F,24,fba63c905e81484595de6ea571443a65,20170209,31000.0
14532,F,36,70ec2536b3cc4bb2804424ff791d9e95,20170304,30000.0
14582,M,87,385bcabcfd854890b8fa60d58971ed0e,20180506,36000.0
14583,M,39,948067179d174edc9a3893d926849575,20171115,32000.0
14584,M,60,97b225b7e557432fa500ee373ca43658,20180602,38000.0
14585,F,67,76830f4119594aa79e6d7627d96e00fc,20171215,33000.0
14596,M,36,b0f6c2cc5d2a4412be80e74e76bd1226,20170617,34000.0
14602,F,41,0f457f3ccf254eb0af0921ddd996b504,20131225,31000.0
14612,F,35,60c0f65a8d49497e86c58a37c596a551,20170928,34000.0
14617,M,52,1a8037f8a94a4b889fa53ee83e753477,20171223,37000.0
14618,M,29,c57f72e84af04b689370ae51f9c0b723,20131219,33000.0
14622,M,44,234f3b42e14245349935d57b937300dd,20171125,39000.0
14632,M,46,09c957e5a4ac4c339b25fe08b12cd921,20180207,32000.0
14634,F,21,1d24926e53f343b5a1f5581480c66a8d,20180328,39000.0
14636,F,58,461fb9eddb8244f0a7485f9b6baee3d5,20180306,37000.0
14647,M,23,e25754f8d8734767a72b23e2e6d4d19c,20150508,32000.0
14659,M,45,24a3df24be334727a9b6a704a1b536e6,20140424,33000.0
14674,M,36,43e85b465c6c446396adb3293b3aeb8d,20170403,35000.0
14684,M,25,596e79d7f6734196acb386c83f768e04,20180427,37000.0
14688,M,60,503a8a0dc54e434da1b2f1e2d0035e67,20171121,32000.0
14692,M,43,7c7c606f0d884e90a07fa2b1702d811c,20180404,34000.0
14693,F,32,d16c6242ffe54e038b26bb71d70c6e5a,20170910,35000.0
14706,M,61,9292d9ed365349babd237a99f004ddf7,20160502,38000.0
14730,M,19,6e2848db7c654376ad1da5616bba5395,20170402,39000.0
14740,M,64,617d731ade3348bb8236f2910cd92fdb,20141208,38000.0
14746,M,51,9e71d772ceed40408f7a26dea47cda37,20171005,35000.0
14757,M,59,3d50b3815c8e4f3b84f46be4d1b64cd3,20180726,34000.0
14766,M,71,f58e8897221343baa70ee46717883176,20180425,31000.0
14781,M,44,be7d070f14a74e61a23ba4acbda84754,20180117,36000.0
14790,M,65,495e14130e604f1a8439423ccf69f38e,20171112,31000.0
14798,F,21,af5f147000ff48199b012df26bf97e15,20160514,36000.0
14801,M,28,46444d6ef3d54998a3bbfc5e1afa2e66,20170128,32000.0
14803,M,67,09a232cdf36d4d2b9d23a860493ce998,20170916,36000.0
14807,M,68,8a9802d7d16a4e4f90aaf35cb40998d5,20170225,37000.0
14811,M,60,6f9d1182f4054f4f871064b42a2d7f29,20140408,32000.0
14813,M,38,96ae94b7eb5e404bbe7a5fe07a7d7035,20151215,34000.0
14829,F,36,15dd8bf6064e4a67a0693496cde0c4bc,20150802,36000.0
14834,M,21,e18b89d585fb495caf439dae566a4d5e,20170814,39000.0
14840,M,59,6d55fb547a5a486f84d0561e6ada9b6d,20170926,33000.0
14843,F,35,5296796ca91f4f20bc8942a582acbea7,20170919,33000.0
14844,F,71,9871954394374da0b9ba43f7b591bb98,20160724,32000.0
14855,F,31,55d520968b7b47b0ba131dc9403aedd2,20170827,31000.0
14890,F,75,5d6a854b87274cc6af6f95a83d321af5,20170811,32000.0
14894,F,59,3b4c0581404d4a8a809d83423212d77d,20180525,33000.0
14897,M,20,d43f8d4343e74f758058cd8b38f1c5aa,20171125,30000.0
14943,M,23,3f48b128c5e34a82bc2fa283e9ddd005,20180218,35000.0
14945,F,34,460d98ce023d4352b296a8c348b16af8,20150217,34000.0
14947,M,56,0a6d56d11a9b43bdb6aec1be26ae3f52,20171216,39000.0
14950,F,62,de66a1379276494ca24ca63779aa2bf3,20180617,35000.0
14953,M,67,2b42d0e8b0d844dcb07920dffe764bc8,20180526,39000.0
14955,M,47,9c6bc249c40d46a184528c739a1f8b35,20180125,32000.0
14966,M,73,b899d2bae701494d9a63a5294981709e,20180109,32000.0
14970,M,67,a46de8779dc640e7a3212e47e5bc0e58,20140107,30000.0
14982,M,39,840c0482bdef409e80de947eb97c5355,20151113,35000.0
14984,M,55,cc1799daea854f6ab213987868322e76,20160521,39000.0
15003,M,30,ddb0fdd5873a446283eb889546c19655,20170922,34000.0
15004,M,60,8aa88bcb47254fe8940501f64f706574,20171107,31000.0
15011,F,54,ebaf30c4b8e643f69a78f5fddcdc42ae,20160314,39000.0
15017,M,74,cc960175c81742beaaa1b7d57362e1a0,20160924,39000.0
15019,M,44,d438aaa243964d3eaf0d1f03d041c269,20171228,37000.0
15030,F,92,fa9676ee79fb41ce8cd275e01db1b2a1,20180108,35000.0
15031,M,50,14cd68209b934834afcbc6f217ddde0a,20170126,38000.0
15041,M,48,c9cb085677a142878c7bed085d38975f,20171221,30000.0
15044,M,33,fe5310fade5f45da938210ffef4609b7,20180721,31000.0
15061,M,54,8bd89a4fa5914510bbae8d884cc27c3b,20141003,35000.0
15074,F,71,a5873ee39d42414fb78c03e4b658757e,20160517,32000.0
15075,M,52,def155cf2d4944ce931bc304425f4660,20180609,34000.0
15089,F,84,44c270fc6c344e9ea396ca78c49c1d09,20150830,38000.0
15093,M,28,370f76ff7fd349098772754c803cfe22,20171008,39000.0
15099,M,35,6b91411fca31438dbb986a6056291bbd,20180110,31000.0
15145,F,77,7d14c8ecf4ed4f0e8b817a8614bfaaa4,20170106,37000.0
15156,F,32,cb45be0c399a4b4fa13dda5c89c442f4,20180506,31000.0
15158,M,57,5a1fba0d6d0e4cb183abc82b4ed586df,20170116,33000.0
15179,F,67,d3120674fcdd484eb43f38efb9605657,20170329,38000.0
15195,M,40,6851449a9192478d86ae6c22e8b93200,20171114,39000.0
15203,M,42,c1f8cc626b7c4ae790288516a2e25419,20170812,36000.0
15205,M,32,540ce6c66b624537b95720b1abad235b,20180422,37000.0
15208,F,60,406324ecb02d4fb6997b78e9455bc659,20180525,36000.0
15222,M,52,494cadc736824ab0ae5d8cc490b3b58d,20180314,39000.0
15245,O,67,880bc4be716e412b8015e2e4fe32a7de,20171004,33000.0
15263,F,51,39947a0397b94f40a25767c32babfc88,20180720,34000.0
15279,M,71,64c201171fbd4b67b7b38987fa9c7c5a,20180621,37000.0
15286,M,73,97a351eb00294a7eb63ebdadc0337bdc,20170105,39000.0
15310,M,57,b61bc5743b0949c5972f839075ffcdf3,20161124,34000.0
15319,M,42,98acc5bdb36144b88c2ff68e0ec95d54,20171130,33000.0
15329,M,67,6ed0fdde1b3644159eb78309c347e4c8,20180111,39000.0
15346,F,32,f8890c7bddcb4aa791b04ca8ec023b0d,20140312,36000.0
15350,M,78,45e3a2a1a6544f789af6dbd25cc8d305,20180305,34000.0
15353,M,22,5cbb77c95e4e4371a82ac774d9ad35d5,20180519,39000.0
15360,O,31,06b81e95ef4b41d494b03f4832b2c82e,20170321,35000.0
15364,M,33,5163b5cab2f74c678ec170cec67b6cd0,20171208,31000.0
15367,F,69,8c7874ebd0514c6aaff6577c5cd8e873,20180705,36000.0
15382,F,35,d9fe5747442946ce86bb5f0c03bf1e2b,20140625,32000.0
15393,M,60,9f1e50d08a634419ad25f7a2c2ec064c,20170924,37000.0
15400,M,21,8c7a8e7f95b14f919f657b69255ef619,20130911,37000.0
15412,M,23,8714307476d8480e802d2c23065e5a0d,20160602,36000.0
15419,M,66,8ea3ffcc740848f99c9679e3bc3c9c80,20171116,30000.0
15424,F,38,64763980a84b4d7d898a734898b82f93,20151026,39000.0
15430,M,53,f422c808ac4d47d1a65f78bab1c6ebff,20150507,31000.0
15469,M,54,dca32060a7e24be1b37988f7c0a646d0,20170402,36000.0
15484,F,58,7ee8608d770e4c469c1589c1fe5869f9,20150315,34000.0
15491,M,78,f0c40762405c4b87bbb244c5b90001ed,20171001,31000.0
15495,M,61,56a80c7c0d0947948e12441d5ee8d0ab,20131231,31000.0
15511,M,22,6efb398bbf994e2390f7f5063fb54702,20130911,35000.0
15522,M,38,b1cb97cf06864dc69bfff52d7413f067,20180118,30000.0
15535,M,28,763d64d761ce40d2adb1c5525c2c3d87,20171023,37000.0
15538,M,52,7dd5e5a95fea44f98af8c2c8d4c85e17,20170811,35000.0
15557,F,36,88cf5e1ed50b4c0782060c2cc16e5910,20160615,39000.0
15572,M,38,4fdcc8e361ac445fa4c3c655745d151f,20180319,37000.0
15573,F,50,5bc9c0751f1548a1a92bf2708cd7fa75,20160625,32000.0
15576,F,37,53752b0f3fc94815be87d75f7d6b5d0c,20161217,31000.0
15591,F,18,eb695e77fdb84f359f7de63eabe6bc5f,20170911,31000.0
15593,M,22,cf4bd396736647098aa1e54d3e8d4b13,20170414,32000.0
15598,M,57,28572d280d7d444797645548193497b7,20160102,30000.0
15616,M,28,37dee128b84b4300ad61e198f5039524,20180515,36000.0
15652,M,62,57ea1ae16cb243929600d52d2d95a7e0,20180716,37000.0
15656,F,26,d272e201f4e64fdbb129337e4139d812,20160913,38000.0
15660,F,52,dfbaa2d903cd45aabedbc695e7995664,20160628,39000.0
15664,M,35,d6cd472ecc5144f5b3fbe284e8da942f,20160511,33000.0
15667,F,34,663c5a9d7fed499d97b23b514137fecd,20180615,38000.0
15673,M,67,57b7fde2c00c4927b78dcb591ea7bd2f,20170106,33000.0
15674,M,40,a54c482807c3487aad8f4f3a9a65e389,20180421,35000.0
15685,F,27,56a55d6511be4a808bacbee058fa71e2,20160621,32000.0
15701,M,27,914b1197292542a8abfb958fd7b4efd4,20150129,34000.0
15703,M,33,3a34a62146b040e3ac783d58c2b69bfe,20170828,35000.0
15709,M,26,ab4939d2f7a24601bc487a2c711879d3,20160928,39000.0
15714,M,42,efcab1965e89471fb11f135b2978d64b,20180420,37000.0
15719,M,66,9c4e626b7da849dfb8612a9219690816,20171024,32000.0
15734,M,42,e9512c8b35c84c62a76b5b452ec971d9,20170404,37000.0
15737,M,35,c3e3ad48eb344c469938136941735205,20151216,35000.0
15739,F,34,1e0e4e6416164848b930f12d2719e750,20180129,31000.0
15741,M,43,90004f6b433f4936a7a21c4ff51b3770,20150303,38000.0
15747,M,58,52b5fdc10569443ea1cf3393baa732a4,20160311,31000.0
15758,F,35,3d74fcd396a24a9e8662c81315e26cdb,20160405,36000.0
15791,M,55,d734d4ffd96749799258255239793365,20180715,39000.0
15795,M,42,f7b94dcbd76348d9a2fcaf3395a7c7f0,20150114,32000.0
15798,F,60,0d2aa8fa2faf49a383bf5b02d67d62da,20180616,38000.0
15810,M,27,b450fb210b0c47548af8394b313638e9,20151002,36000.0
15818,M,19,220275bd508641738fb2f8051c2ae47f,20180520,36000.0
15823,M,29,a39a82d3e68141a997345f1f79e4e23b,20161015,37000.0
15829,F,28,a8b913d815824bdcbd3fad4533fdadbb,20170816,37000.0
15873,M,80,7425c781fb554b79a7a06095c1f813a8,20170728,37000.0
15874,F,67,e6e28281b3da4ea787711b0b45c8b0d8,20150727,34000.0
15883,M,35,db2f2fd8ecf2449b92149127d3d344f8,20170508,34000.0
15895,M,67,e810c04debfd410db0a5665db72a4677,20180611,35000.0
15897,M,43,f0ceb17311614d6fb67eeeefe1011b01,20180329,38000.0
15901,M,53,2d4802e12d7a4ae698f76b5134ab12d3,20161127,31000.0
15912,F,46,53effdfc05c3449294944ef8e7ee9194,20171226,33000.0
15922,M,73,02db8af535e54416a01aff51836d166f,20170827,30000.0
15929,M,29,d93690d1b7fe44ebad172e0686bb3d51,20180107,33000.0
15933,M,36,91b4ffda0b294d6eb73aab7658960733,20170724,33000.0
15937,F,51,33e69e3b0e7e46299c2d1547e181786c,20171226,30000.0
15938,M,47,5615d27ed41b42cd8fdd59ac060c3286,20180523,31000.0
15951,M,47,bc3694dd6a25450ca80f4d4a60719236,20150215,38000.0
15968,F,57,434acfcc8e9944868678a10201b50b7c,20180203,37000.0
15981,F,28,ae1a36f874a34dd6acaf8e286814a715,20171213,39000.0
15987,M,51,1a7fdc0727d644bfbd8f1283fdd73e64,20131110,39000.0
15988,F,68,d3863d6f8281453d8a34f4773b54d400,20170925,34000.0
16000,M,65,fea7f0873bb046ea90e6afdf963f8679,20170919,35000.0
16010,F,31,b9e6668c9c8e41f6b26f12c5a45f135b,20161016,31000.0
16016,M,68,ab68c87257344ba7963064dd8b4b9350,20171009,33000.0
16028,F,57,c6c16209ec924960a5f7d8054d24978d,20160116,31000.0
16046,M,20,2129d7ccc38a4a5384e6f17ab29d1efc,20170817,30000.0
16071,M,55,8e8ee76d4fb246738dddb81b86295cfa,20180104,35000.0
16081,M,43,98309897d4a3438689554a358f382404,20171217,30000.0
16084,M,47,94e2a10158e748e0a4a233f660f8cc85,20180126,31000.0
16107,M,43,4e693ba097c74caf883313147d7fe79e,20180119,37000.0
16114,M,65,60f9f0df41b544a5b243952d8a89541c,20150717,31000.0
16119,F,30,149712de2ae24c219b992cb3a5f432bc,20170323,33000.0
16121,M,68,6697f1cd4a774a0c93a6bf43462343c4,20170811,31000.0
16122,M,47,99bab80d141440859b6e09bf4fd9bda9,20171103,34000.0
16123,M,91,e628f7a6743d4db2940cf81e6a371db1,20160407,35000.0
16132,M,77,9e2bfae4d1064d93968843fbdcbcc5be,20151227,37000.0
