,storeNumber,countryCode,opening_times,closing_times,duration
645,74845-100503,CA,07:00:00,20:00:00,13:00:00
646,5031-147306,CA,07:00:00,20:00:00,13:00:00
647,53553-274193,CA,07:00:00,19:00:00,12:00:00
648,151-119,CA,05:30:00,18:00:00,12:30:00
649,157-286340,CA,05:30:00,19:00:00,13:30:00
650,21730-212025,CA,07:00:00,18:00:00,11:00:00
651,4410-30299,CA,05:00:00,19:00:00,14:00:00
652,4449-79361,CA,05:30:00,19:00:00,13:30:00
653,4474-29355,CA,06:30:00,20:00:00,13:30:00
654,4370-10280,CA,06:00:00,18:00:00,12:00:00
655,4008-106736,CA,06:00:00,18:00:00,12:00:00
656,4890-108884,CA,06:30:00,16:30:00,10:00:00
657,4391-17174,CA,06:00:00,16:30:00,10:30:00
658,25398-237456,CA,06:00:00,18:00:00,12:00:00
659,24612-235544,CA,06:00:00,19:00:00,13:00:00
660,160-112,CA,06:00:00,20:30:00,14:30:00
661,21643-203264,CA,07:00:00,19:00:00,12:00:00
662,4625-98621,CA,05:30:00,18:30:00,13:00:00
663,174-106,CA,05:30:00,19:00:00,13:30:00
664,158-113,CA,06:00:00,21:00:00,15:00:00
665,60058-294299,CA,07:00:00,19:00:00,12:00:00
666,4327-1304,CA,05:30:00,19:30:00,14:00:00
667,58502-292570,CA,09:00:00,20:00:00,11:00:00
668,4591-97339,CA,05:30:00,19:00:00,13:30:00
669,4576-96682,CA,05:30:00,21:00:00,15:30:00
670,74717-97378,CA,07:00:00,19:00:00,12:00:00
671,74182-31601,CA,07:00:00,19:00:00,12:00:00
672,4849-103752,CA,05:00:00,22:00:00,17:00:00
673,121-82,CA,06:00:00,18:00:00,12:00:00
674,166-289786,CA,05:00:00,20:00:00,15:00:00
675,74933-102399,CA,08:00:00,20:00:00,12:00:00
676,57791-289809,CA,05:00:00,20:00:00,15:00:00
677,21144-188664,CA,06:30:00,20:00:00,13:30:00
678,4628-97843,CA,06:00:00,21:00:00,15:00:00
679,74730-97380,CA,07:00:00,20:00:00,13:00:00
680,20581-108547,CA,07:30:00,17:00:00,09:30:00
681,4372-10792,CA,07:30:00,20:00:00,12:30:00
682,49103-265264,CA,07:00:00,19:00:00,12:00:00
683,55870-286782,CA,06:00:00,20:30:00,14:30:00
684,4839-107715,CA,06:00:00,22:00:00,16:00:00
685,57949-286112,CA,06:30:00,20:00:00,13:30:00
686,4674-100799,CA,06:00:00,22:00:00,16:00:00
687,51236-269184,CA,06:00:00,21:00:00,15:00:00
688,4570-95595,CA,07:00:00,20:00:00,13:00:00
689,55387-286050,CA,08:00:00,20:00:00,12:00:00
690,4700-102138,CA,06:00:00,22:00:00,16:00:00
691,4955-129648,CA,07:00:00,21:00:00,14:00:00
692,51926-280106,CA,06:00:00,21:00:00,15:00:00
693,58016-291813,CA,06:00:00,22:00:00,16:00:00
694,21343-165744,CA,07:30:00,14:30:00,07:00:00
695,4822-106553,CA,06:00:00,21:30:00,15:30:00
696,18475-164544,CA,08:00:00,17:00:00,09:00:00
697,63572-297204,CA,08:00:00,17:00:00,09:00:00
698,16210-155886,CA,06:30:00,21:00:00,14:30:00
699,4536-94593,CA,06:00:00,21:00:00,15:00:00
700,15744-159744,CA,09:30:00,21:00:00,11:30:00
701,18277-171664,CA,07:00:00,21:00:00,14:00:00
702,4317-1381,CA,09:00:00,20:30:00,11:30:00
703,67042-301398,CA,08:00:00,20:00:00,12:00:00
704,59602-293817,CA,06:00:00,22:00:00,16:00:00
705,4729-102626,CA,06:00:00,21:30:00,15:30:00
706,4722-103297,CA,06:00:00,21:30:00,15:30:00
707,59371-293582,CA,06:00:00,21:00:00,15:00:00
708,15844-157546,CA,06:00:00,18:00:00,12:00:00
709,59193-293420,CA,06:00:00,22:00:00,16:00:00
710,63621-297911,CA,07:00:00,20:00:00,13:00:00
711,58319-291795,CA,06:00:00,20:00:00,14:00:00
712,15718-159544,CA,07:00:00,21:00:00,14:00:00
713,6019-142105,CA,05:30:00,21:30:00,16:00:00
714,4582-96129,CA,06:30:00,21:00:00,14:30:00
715,4815-107007,CA,06:00:00,22:00:00,16:00:00
716,4807-107185,CA,06:30:00,20:30:00,14:00:00
717,4800-104920,CA,06:30:00,21:30:00,15:00:00
718,26192-209285,CA,08:00:00,19:00:00,11:00:00
719,4733-103130,CA,06:00:00,22:00:00,16:00:00
720,4622-97838,CA,06:00:00,21:00:00,15:00:00
721,6066-148788,CA,08:00:00,21:00:00,13:00:00
722,4331-1859,CA,08:00:00,21:00:00,13:00:00
723,28112-248985,CA,07:00:00,19:00:00,12:00:00
724,5021-147847,CA,07:00:00,19:00:00,12:00:00
725,74842-99498,CA,07:00:00,19:00:00,12:00:00
726,4907-103832,CA,06:00:00,21:00:00,15:00:00
727,4712-102814,CA,06:00:00,21:00:00,15:00:00
728,79611-102933,CA,07:00:00,19:00:00,12:00:00
729,4286-775,CA,06:00:00,21:00:00,15:00:00
730,4479-91365,CA,06:00:00,21:00:00,15:00:00
731,22119-214745,CA,06:00:00,19:00:00,13:00:00
732,16314-168765,CA,07:30:00,16:00:00,08:30:00
733,15628-157391,CA,07:30:00,16:30:00,09:00:00
734,15557-294675,CA,08:00:00,21:00:00,13:00:00
735,74760-97397,CA,07:00:00,19:00:00,12:00:00
736,20542-188767,CA,06:00:00,20:00:00,14:00:00
737,29208-238104,CA,06:00:00,21:00:00,15:00:00
738,74935-102407,CA,07:00:00,19:00:00,12:00:00
739,47083-256668,CA,06:00:00,22:00:00,16:00:00
740,16391-168430,CA,07:00:00,19:00:00,12:00:00
741,23089-214744,CA,06:00:00,13:00:00,07:00:00
742,79591-102936,CA,07:00:00,19:00:00,12:00:00
743,26136-242986,CA,07:00:00,18:00:00,11:00:00
744,4857-108302,CA,06:00:00,18:00:00,12:00:00
745,59119-292273,CA,06:00:00,21:00:00,15:00:00
746,4630-99174,CA,06:00:00,21:00:00,15:00:00
747,19822-199289,CA,08:00:00,15:00:00,07:00:00
748,4837-103833,CA,05:30:00,21:00:00,15:30:00
749,4096-130484,CA,06:30:00,17:00:00,10:30:00
750,4618-98388,CA,06:00:00,20:00:00,14:00:00
751,15390-281086,CA,07:30:00,20:30:00,13:00:00
752,4820-30260,CA,06:00:00,21:00:00,15:00:00
753,74483-96466,CA,07:00:00,19:00:00,12:00:00
754,4931-125724,CA,06:00:00,21:00:00,15:00:00
755,4450-82541,CA,06:00:00,21:00:00,15:00:00
756,65529-299018,CA,06:00:00,21:00:00,15:00:00
757,52379-215265,CA,06:00:00,21:30:00,15:30:00
758,55868-285802,CA,05:30:00,21:00:00,15:30:00
759,4943-120324,CA,06:00:00,20:00:00,14:00:00
760,4519-81741,CA,06:00:00,21:00:00,15:00:00
761,79612-102940,CA,07:00:00,19:00:00,12:00:00
762,16810-170744,CA,05:30:00,21:00:00,15:30:00
763,79595-108551,CA,07:00:00,19:00:00,12:00:00
764,4670-100005,CA,06:00:00,21:00:00,15:00:00
765,4108-139065,CA,06:00:00,21:00:00,15:00:00
766,20081-188768,CA,05:30:00,21:00:00,15:30:00
767,50329-273645,CA,07:00:00,19:00:00,12:00:00
768,28130-215266,CA,06:00:00,20:00:00,14:00:00
769,79600-102408,CA,07:00:00,19:00:00,12:00:00
770,51387-266604,CA,05:30:00,21:30:00,16:00:00
771,56557-288494,CA,06:00:00,20:00:00,14:00:00
772,74500-96848,CA,07:00:00,19:00:00,12:00:00
773,16459-159649,CA,08:00:00,19:00:00,11:00:00
774,4939-128484,CA,06:00:00,20:30:00,14:30:00
775,4995-137685,CA,06:00:00,19:00:00,13:00:00
776,4752-103831,CA,06:00:00,21:00:00,15:00:00
777,47435-247117,CA,06:00:00,21:00:00,15:00:00
778,23363-229224,CA,06:00:00,21:00:00,15:00:00
779,4797-251564,CA,05:30:00,21:00:00,15:30:00
780,17357-167527,CA,06:00:00,19:00:00,13:00:00
781,4853-107841,CA,05:30:00,21:00:00,15:30:00
782,64671-298188,CA,07:00:00,21:00:00,14:00:00
783,51716-276964,CA,07:00:00,21:00:00,14:00:00
784,74471-96065,CA,07:00:00,20:00:00,13:00:00
785,4602-94979,CA,05:30:00,20:30:00,15:00:00
786,27311-246876,CA,07:00:00,19:00:00,12:00:00
787,57030-290950,CA,07:00:00,21:00:00,14:00:00
788,4308-1512,CA,05:30:00,18:30:00,13:00:00
789,16668-165944,CA,06:00:00,20:00:00,14:00:00
790,4099-105511,CA,05:30:00,20:00:00,14:30:00
791,16971-170564,CA,05:30:00,20:00:00,14:30:00
792,4876-107838,CA,06:00:00,19:30:00,13:30:00
793,58168-290801,CA,05:30:00,21:00:00,15:30:00
794,4619-98394,CA,05:30:00,21:00:00,15:30:00
795,79555-106107,CA,07:00:00,19:00:00,12:00:00
796,79566-103261,CA,08:00:00,20:00:00,12:00:00
797,3138-135605,CA,07:00:00,20:00:00,13:00:00
798,4411-9638,CA,05:30:00,19:00:00,13:30:00
799,52698-238102,CA,06:00:00,18:30:00,12:30:00
800,4601-97847,CA,06:00:00,20:00:00,14:00:00
801,4537-95048,CA,05:30:00,20:30:00,15:00:00
802,50324-272365,CA,05:30:00,20:30:00,15:00:00
803,74744-97387,CA,07:00:00,19:00:00,12:00:00
804,4446-79061,CA,06:00:00,18:00:00,12:00:00
805,74746-97383,CA,07:00:00,19:00:00,12:00:00
806,4273-876,CA,06:30:00,18:30:00,12:00:00
807,54359-286116,CA,07:00:00,20:30:00,13:30:00
808,4447-286118,CA,08:30:00,20:30:00,12:00:00
809,53552-272744,CA,06:00:00,19:00:00,13:00:00
810,4280-279985,CA,06:00:00,19:00:00,13:00:00
811,26826-244166,CA,06:30:00,20:00:00,13:30:00
812,4272-1075,CA,05:30:00,20:30:00,15:00:00
813,74853-100964,CA,07:00:00,20:00:00,13:00:00
814,4819-105807,CA,05:30:00,18:30:00,13:00:00
815,72476-4596,CA,07:00:00,14:00:00,07:00:00
816,17310-177744,CA,06:00:00,19:30:00,13:30:00
817,18774-159648,CA,07:00:00,16:00:00,09:00:00
818,57038-290654,CA,08:00:00,19:00:00,11:00:00
819,4413-13201,CA,06:00:00,20:00:00,14:00:00
820,4567-96456,CA,05:30:00,20:00:00,14:30:00
821,4412-48899,CA,05:30:00,18:00:00,12:30:00
822,4875-119885,CA,05:30:00,21:30:00,16:00:00
823,4513-93211,CA,06:00:00,18:00:00,12:00:00
824,74984-102932,CA,07:00:00,19:00:00,12:00:00
825,22865-223125,CA,06:00:00,17:00:00,11:00:00
826,4935-121504,CA,05:30:00,16:30:00,11:00:00
827,19164-169105,CA,06:30:00,20:00:00,13:30:00
828,75976-100261,CA,06:30:00,15:00:00,08:30:00
829,4781-104565,CA,05:30:00,21:00:00,15:30:00
830,53315-271648,CA,06:00:00,21:00:00,15:00:00
831,4658-100562,CA,05:00:00,20:00:00,15:00:00
832,51697-279066,CA,06:00:00,20:00:00,14:00:00
833,4785-104821,CA,07:00:00,19:00:00,12:00:00
834,4422-271544,CA,06:00:00,18:00:00,12:00:00
835,20386-204744,CA,06:00:00,17:30:00,11:30:00
836,4405-29335,CA,08:00:00,17:00:00,09:00:00
837,79781-133528,CA,07:00:00,19:00:00,12:00:00
838,4328-1527,CA,05:30:00,18:00:00,12:30:00
839,25625-240506,CA,05:00:00,20:30:00,15:30:00
840,15971-161531,CA,07:00:00,19:00:00,12:00:00
841,4546-95139,CA,05:00:00,20:30:00,15:30:00
842,4545-95047,CA,06:30:00,18:30:00,12:00:00
843,192-130,CA,07:00:00,19:00:00,12:00:00
844,22059-215547,CA,07:00:00,19:00:00,12:00:00
845,4326-1910,CA,07:00:00,16:30:00,09:30:00
846,56794-282106,CA,06:00:00,23:00:00,17:00:00
847,190-127,CA,06:00:00,18:00:00,12:00:00
848,122-83,CA,06:00:00,19:00:00,13:00:00
849,4376-10281,CA,06:00:00,21:00:00,15:00:00
850,59490-293580,CA,07:00:00,19:00:00,12:00:00
851,132-89,CA,05:30:00,19:00:00,13:30:00
852,4223-178664,CA,06:30:00,19:00:00,12:30:00
853,74865-97799,CA,07:00:00,19:00:00,12:00:00
854,146-291506,CA,06:30:00,19:00:00,12:30:00
855,4786-105193,CA,06:00:00,19:30:00,13:30:00
856,4234-522,CA,05:30:00,18:00:00,12:30:00
857,130-87,CA,06:00:00,18:00:00,12:00:00
858,59075-267926,CA,07:30:00,18:00:00,10:30:00
859,74955-103265,CA,07:00:00,19:00:00,12:00:00
860,4262-779,CA,05:30:00,19:30:00,14:00:00
861,74256-51879,US,06:00:00,19:00:00,13:00:00
862,79652-104215,US,06:00:00,19:00:00,13:00:00
863,74469-95981,CA,07:00:00,19:00:00,12:00:00
864,134-200,CA,07:30:00,17:00:00,09:30:00
865,4847-100916,CA,07:30:00,17:00:00,09:30:00
866,9940-96882,US,05:00:00,16:00:00,11:00:00
867,74255-51779,US,06:00:00,19:00:00,13:00:00
868,70369-128724,CA,07:00:00,19:00:00,12:00:00
869,64668-298098,US,06:00:00,19:00:00,13:00:00
870,3286-290340,US,05:00:00,20:30:00,15:30:00
871,74882-99767,US,06:30:00,19:00:00,12:30:00
872,74267-130085,US,06:00:00,19:00:00,13:00:00
873,13776-105935,US,05:00:00,20:30:00,15:30:00
874,3279-1869,US,05:00:00,20:30:00,15:30:00
875,74770-75586,US,06:00:00,19:00:00,13:00:00
876,4615-98529,CA,06:30:00,17:30:00,11:00:00
877,79432-102666,US,06:00:00,19:00:00,13:00:00
878,74156-31602,CA,07:00:00,19:00:00,12:00:00
879,133-256084,CA,05:30:00,18:00:00,12:30:00
880,48933-263304,CA,09:00:00,19:00:00,10:00:00
881,4673-99704,CA,05:30:00,20:00:00,14:30:00
882,4520-213505,CA,05:00:00,19:00:00,14:00:00
883,4393-22801,CA,07:00:00,20:00:00,13:00:00
884,4987-133207,CA,06:00:00,19:00:00,13:00:00
885,4554-95426,CA,05:30:00,20:00:00,14:30:00
886,4741-100791,CA,06:00:00,19:30:00,13:30:00
887,4910-123407,CA,05:30:00,19:30:00,14:00:00
888,16811-163345,CA,05:30:00,17:00:00,11:30:00
889,79572-107082,CA,07:00:00,19:00:00,12:00:00
890,4989-133209,CA,05:30:00,20:00:00,14:30:00
892,51956-270745,CA,07:00:00,22:00:00,15:00:00
893,22373-199293,CA,06:00:00,18:00:00,12:00:00
894,75264-94935,CA,08:00:00,17:00:00,09:00:00
895,66551-300868,CA,06:00:00,20:00:00,14:00:00
896,66552-300867,CA,06:00:00,20:00:00,14:00:00
897,4643-99833,CA,06:00:00,17:30:00,11:30:00
898,57271-291145,CA,07:00:00,20:00:00,13:00:00
899,173-236,CA,06:00:00,19:00:00,13:00:00
900,4571-95427,CA,06:00:00,20:30:00,14:30:00
902,4574-96418,CA,05:30:00,20:00:00,14:30:00
903,4924-125024,CA,06:00:00,19:00:00,13:00:00
904,60178-294342,CA,07:00:00,19:00:00,12:00:00
905,79712-107922,CA,07:00:00,19:00:00,12:00:00
906,141-227,CA,06:00:00,19:00:00,13:00:00
907,170-49,CA,06:00:00,17:00:00,11:00:00
908,79607-97796,CA,07:00:00,19:00:00,12:00:00
909,4243-41,CA,06:00:00,19:00:00,13:00:00
910,4631-97848,CA,06:00:00,22:00:00,16:00:00
911,4634-99283,CA,05:30:00,22:00:00,16:30:00
912,79542-102931,CA,07:00:00,20:00:00,13:00:00
913,17770-182188,CA,07:30:00,17:00:00,09:30:00
914,23362-229225,CA,09:00:00,20:00:00,11:00:00
915,4337-1931,CA,06:30:00,21:00:00,14:30:00
916,64636-298641,CA,06:00:00,22:00:00,16:00:00
917,16944-165970,CA,05:30:00,22:30:00,17:00:00
918,79531-103262,CA,07:00:00,19:00:00,12:00:00
919,1549-108548,CA,07:00:00,19:00:00,12:00:00
920,75487-115268,CA,06:30:00,19:00:00,12:30:00
921,4423-63940,CA,05:30:00,21:30:00,16:00:00
922,74832-99496,CA,07:00:00,19:00:00,12:00:00
923,4403-15393,CA,06:30:00,19:00:00,12:30:00
924,74943-103267,CA,07:00:00,19:00:00,12:00:00
925,4894-119405,CA,07:00:00,19:00:00,12:00:00
926,22729-216504,CA,05:30:00,19:00:00,13:30:00
927,4694-102072,CA,05:30:00,21:00:00,15:30:00
928,54984-288775,CA,08:30:00,19:00:00,10:30:00
929,51132-276429,CA,05:30:00,22:00:00,16:30:00
930,65586-284465,CA,07:00:00,20:00:00,13:00:00
931,4892-117884,CA,05:30:00,22:00:00,16:30:00
932,16864-150416,CA,07:30:00,22:00:00,14:30:00
933,4648-99931,CA,06:00:00,19:30:00,13:30:00
934,54789-277446,CA,07:30:00,16:30:00,09:00:00
935,4523-93970,CA,06:30:00,20:30:00,14:00:00
936,66638-300776,CA,07:00:00,19:00:00,12:00:00
937,50879-263645,CA,06:00:00,20:00:00,14:00:00
938,76748-106267,US,08:00:00,21:00:00,13:00:00
939,10609-101494,US,05:30:00,20:00:00,14:30:00
940,66639-300773,CA,07:00:00,19:00:00,12:00:00
941,47127-248044,US,07:00:00,18:00:00,11:00:00
942,28081-243409,CA,06:00:00,22:00:00,16:00:00
943,4358-2079,CA,07:00:00,20:30:00,13:30:00
944,55298-289122,CA,06:00:00,21:00:00,15:00:00
945,53822-286044,CA,05:30:00,21:30:00,16:00:00
946,4919-284906,CA,05:30:00,19:00:00,13:30:00
947,161-190,CA,05:30:00,18:00:00,12:30:00
948,74965-103271,CA,07:00:00,19:00:00,12:00:00
949,21731-200386,CA,07:00:00,20:00:00,13:00:00
950,4563-96073,CA,06:30:00,18:30:00,12:00:00
951,22867-224828,CA,07:00:00,20:00:00,13:00:00
952,4677-101293,CA,05:30:00,21:00:00,15:30:00
953,4900-119884,CA,06:00:00,21:00:00,15:00:00
954,79645-113146,CA,07:00:00,20:00:00,13:00:00
955,61567-294731,CA,05:30:00,21:00:00,15:30:00
956,4687-100789,CA,06:00:00,20:00:00,14:00:00
957,79539-97379,CA,07:00:00,19:00:00,12:00:00
958,125-167,CA,06:00:00,19:30:00,13:30:00
959,178-78,CA,05:00:00,21:00:00,16:00:00
960,72112-2995,CA,06:30:00,17:00:00,10:30:00
961,4426-63922,CA,07:30:00,19:00:00,11:30:00
963,163-250,CA,05:30:00,19:00:00,13:30:00
964,55394-284585,CA,08:00:00,20:00:00,12:00:00
965,72416-3788,CA,05:00:00,21:00:00,16:00:00
966,72343-6246,CA,06:00:00,17:30:00,11:30:00
967,3646-142867,CA,05:00:00,17:00:00,12:00:00
968,72346-6249,CA,05:00:00,19:00:00,14:00:00
969,183-142,CA,05:00:00,21:30:00,16:30:00
970,29597-191624,CA,06:00:00,15:00:00,09:00:00
971,4646-98483,CA,06:00:00,20:00:00,14:00:00
972,27933-220484,CA,08:00:00,20:00:00,12:00:00
973,4841-109906,CA,06:00:00,22:00:00,16:00:00
974,48200-252825,CA,07:00:00,17:00:00,10:00:00
975,52585-280626,CA,09:00:00,20:00:00,11:00:00
976,4636-255353,CA,06:00:00,20:30:00,14:30:00
977,63617-286049,CA,07:00:00,20:00:00,13:00:00
978,4637-99042,CA,05:30:00,20:00:00,14:30:00
979,4495-93179,CA,06:30:00,19:30:00,13:00:00
980,22078-206624,CA,06:30:00,19:00:00,12:30:00
981,22368-219071,CA,07:00:00,20:00:00,13:00:00
982,22438-212524,CA,06:00:00,20:00:00,14:00:00
983,27007-240848,CA,07:00:00,18:00:00,11:00:00
984,21891-207467,CA,06:00:00,20:00:00,14:00:00
985,4232-772,CA,05:30:00,20:00:00,14:30:00
986,56473-289530,CA,06:00:00,18:00:00,12:00:00
987,61237-295549,CA,06:00:00,20:00:00,14:00:00
988,23689-232644,CA,06:00:00,20:00:00,14:00:00
989,4524-93176,CA,06:30:00,22:00:00,15:30:00
990,27130-106119,CA,07:00:00,19:00:00,12:00:00
991,75438-106189,CA,08:00:00,17:00:00,09:00:00
992,4518-93219,CA,05:30:00,21:00:00,15:30:00
993,19474-181945,CA,06:00:00,18:00:00,12:00:00
994,3845-145984,CA,08:00:00,19:00:00,11:00:00
995,4225-767,CA,00:00:00,00:00:00,00:00:00
996,21792-214225,CA,06:00:00,20:00:00,14:00:00
997,58770-292993,CA,06:00:00,18:00:00,12:00:00
998,8178-146684,CA,06:30:00,20:00:00,13:30:00
999,4455-84621,CA,07:00:00,20:30:00,13:30:00
1000,4300-884,CA,06:00:00,21:00:00,15:00:00
1001,18199-184327,CA,10:00:00,18:00:00,08:00:00
1002,4270-186347,CA,05:30:00,20:30:00,15:00:00
1003,4497-90784,CA,06:30:00,20:30:00,14:00:00
1004,4720-103563,CA,06:30:00,20:00:00,13:30:00
1005,23325-228024,CA,08:00:00,17:00:00,09:00:00
1006,15824-164464,CA,07:00:00,16:00:00,09:00:00
1007,58364-290635,CA,08:00:00,20:00:00,12:00:00
1008,15631-158804,CA,05:30:00,22:00:00,16:30:00
1009,60044-292769,CA,07:00:00,20:00:00,13:00:00
1010,63125-295511,CA,07:00:00,20:00:00,13:00:00
1011,47988-253946,CA,07:00:00,20:00:00,13:00:00
1012,20991-207444,CA,06:00:00,20:00:00,14:00:00
1013,22866-225584,CA,06:00:00,22:00:00,16:00:00
1014,56315-278012,CA,05:30:00,20:30:00,15:00:00
1015,4208-524,CA,06:00:00,21:30:00,15:30:00
1016,4402-2830,CA,06:00:00,21:00:00,15:00:00
1017,4460-67901,CA,06:00:00,20:00:00,14:00:00
1018,7160-149825,CA,08:00:00,19:00:00,11:00:00
1019,47561-255989,CA,05:30:00,22:00:00,16:30:00
1020,4448-67903,CA,05:30:00,20:30:00,15:00:00
1021,4621-95876,CA,08:00:00,21:00:00,13:00:00
1022,55936-286696,CA,08:00:00,18:00:00,10:00:00
1023,74992-102425,CA,07:00:00,21:00:00,14:00:00
1024,57285-291356,CA,06:00:00,21:00:00,15:00:00
1025,74993-103264,CA,07:00:00,21:00:00,14:00:00
1026,74754-97377,CA,07:00:00,19:00:00,12:00:00
1027,4299-1378,CA,06:00:00,21:00:00,15:00:00
1028,4577-96689,CA,05:00:00,20:00:00,15:00:00
1029,17772-182189,CA,06:00:00,18:00:00,12:00:00
1030,4558-95730,CA,05:00:00,21:00:00,16:00:00
1031,4481-89662,CA,05:30:00,19:00:00,13:30:00
1032,74461-95602,CA,07:00:00,20:00:00,13:00:00
1033,4620-97785,CA,04:30:00,21:00:00,16:30:00
1034,58093-285570,CA,05:00:00,20:00:00,15:00:00
1035,139-24,CA,06:00:00,19:00:00,13:00:00
1036,4721-103479,CA,05:00:00,21:00:00,16:00:00
1037,4775-103544,CA,05:00:00,20:00:00,15:00:00
1038,17256-103543,CA,06:00:00,20:00:00,14:00:00
1039,4726-101459,CA,04:30:00,22:00:00,17:30:00
1040,4713-100741,CA,04:30:00,21:30:00,17:00:00
1041,4231-39,CA,05:30:00,19:00:00,13:30:00
1042,4105-119524,CA,05:00:00,22:00:00,17:00:00
1043,4783-100748,CA,05:30:00,20:30:00,15:00:00
1044,74758-97376,CA,07:30:00,21:00:00,13:30:00
1045,175-242,CA,05:30:00,21:00:00,15:30:00
1046,18290-186230,CA,06:30:00,18:00:00,11:30:00
1047,52925-281393,CA,06:00:00,19:00:00,13:00:00
1048,4406-29575,CA,05:30:00,21:00:00,15:30:00
1049,195-954,CA,05:00:00,20:00:00,15:00:00
1050,74757-97374,CA,07:00:00,20:00:00,13:00:00
1051,4596-97669,CA,06:00:00,19:00:00,13:00:00
1052,4811-104761,CA,05:00:00,20:30:00,15:30:00
1053,4468-84041,CA,05:00:00,22:00:00,17:00:00
1054,4473-190624,CA,07:30:00,19:30:00,12:00:00
1055,147-19,CA,05:30:00,20:00:00,14:30:00
1056,144-16,CA,05:00:00,21:00:00,16:00:00
1057,4269-1257,CA,05:30:00,19:00:00,13:30:00
1058,4529-94428,CA,05:00:00,20:00:00,15:00:00
1059,194-140,CA,05:00:00,20:30:00,15:30:00
1060,62606-296718,CA,07:00:00,19:30:00,12:30:00
1061,22435-204730,CA,06:00:00,21:00:00,15:00:00
1062,54052-285605,CA,05:00:00,20:30:00,15:30:00
1063,4727-103669,CA,05:30:00,19:00:00,13:30:00
1064,54612-286625,US,05:00:00,20:00:00,15:00:00
1065,21565-204745,CA,05:00:00,20:00:00,15:00:00
1066,4255-961,CA,05:00:00,21:30:00,16:30:00
1067,4941-104025,CA,06:30:00,19:30:00,13:00:00
1068,27291-246105,CA,05:00:00,19:00:00,14:00:00
1069,4715-101540,CA,05:00:00,21:00:00,16:00:00
1070,4483-88804,CA,05:30:00,21:00:00,15:30:00
1071,79646-108553,CA,07:00:00,19:00:00,12:00:00
1072,120-171,CA,05:00:00,22:00:00,17:00:00
1073,18235-152330,CA,05:30:00,20:00:00,14:30:00
1074,20322-198464,CA,05:00:00,20:30:00,15:30:00
1075,142-25,CA,06:00:00,16:00:00,10:00:00
1076,74830-100386,CA,07:00:00,19:00:00,12:00:00
1077,5039-149606,CA,05:30:00,21:00:00,15:30:00
1078,58873-292713,CA,06:00:00,20:00:00,14:00:00
1079,18977-185484,CA,06:00:00,20:30:00,14:30:00
1080,57236-289747,CA,06:00:00,20:00:00,14:00:00
1081,4362-5763,CA,06:00:00,22:00:00,16:00:00
1082,51717-276963,CA,07:00:00,19:00:00,12:00:00
1083,16768-154344,CA,06:00:00,21:00:00,15:00:00
1084,4647-99935,CA,06:30:00,22:00:00,15:30:00
1085,5009-154021,CA,08:00:00,21:00:00,13:00:00
1086,63620-297895,CA,07:00:00,20:00:00,13:00:00
1087,55383-289245,CA,08:00:00,20:30:00,12:30:00
1088,47563-258408,CA,05:30:00,22:00:00,16:30:00
1089,58013-289217,CA,06:00:00,22:00:00,16:00:00
1090,59617-293838,CA,06:00:00,22:00:00,16:00:00
1091,60185-294411,CA,07:00:00,19:30:00,12:30:00
1092,4762-245326,CA,06:00:00,22:00:00,16:00:00
1093,4338-291134,CA,05:00:00,22:30:00,17:30:00
1094,4097-139548,CA,05:00:00,23:00:00,18:00:00
1095,57951-291945,CA,05:30:00,21:30:00,16:00:00
1096,60048-292780,CA,07:00:00,20:00:00,13:00:00
1097,4886-107868,CA,06:00:00,22:00:00,16:00:00
1098,19587-177724,CA,07:00:00,19:00:00,12:00:00
1099,63657-298073,CA,06:00:00,17:00:00,11:00:00
1100,63623-297894,CA,07:00:00,20:00:00,13:00:00
1101,4288-1222,CA,07:30:00,20:00:00,12:30:00
1102,22642-222004,CA,06:00:00,21:00:00,15:00:00
1103,59523-293622,CA,06:00:00,22:00:00,16:00:00
1104,47247-256549,CA,07:30:00,20:00:00,12:30:00
1105,27779-242428,CA,08:00:00,23:00:00,15:00:00
1106,24142-223752,CA,08:30:00,16:00:00,07:30:00
1107,5033-151647,CA,07:30:00,20:00:00,12:30:00
1108,4747-104225,CA,05:00:00,22:00:00,17:00:00
1109,50436-274185,CA,07:00:00,19:00:00,12:00:00
1110,56560-290457,CA,06:00:00,21:30:00,15:30:00
1112,52381-280365,CA,06:00:00,22:00:00,16:00:00
1113,53702-274207,CA,06:00:00,21:30:00,15:30:00
1114,4584-96820,CA,06:00:00,21:30:00,15:30:00
1115,58591-291969,CA,06:00:00,22:00:00,16:00:00
1116,4901-113505,CA,06:30:00,21:30:00,15:00:00
1117,15722-155290,CA,06:00:00,21:30:00,15:30:00
1118,4979-133665,CA,06:00:00,21:00:00,15:00:00
1119,16903-173366,CA,07:00:00,19:00:00,12:00:00
1120,49241-265204,CA,08:00:00,19:00:00,11:00:00
1121,4833-107475,CA,06:30:00,21:30:00,15:00:00
1122,74844-96803,CA,07:00:00,20:00:00,13:00:00
1123,4443-296866,CA,05:00:00,22:00:00,17:00:00
1124,57874-288957,CA,05:00:00,21:30:00,16:30:00
1125,56056-286472,CA,05:00:00,22:00:00,17:00:00
1126,4840-238618,CA,05:00:00,21:30:00,16:30:00
1127,26373-289077,CA,05:00:00,21:30:00,16:30:00
1128,58418-292069,CA,05:00:00,21:30:00,16:30:00
