Day,Hires
5/6/23,"12,502"
5/7/23,"24,094"
5/8/23,"17,283"
5/9/23,"25,650"
5/10/23,"28,208"
5/11/23,"28,515"
5/12/23,"21,517"
5/13/23,"22,245"
5/14/23,"24,365"
5/15/23,"26,345"
5/16/23,"31,329"
5/17/23,"30,921"
5/18/23,"32,610"
5/19/23,"28,230"
5/20/23,"27,578"
5/21/23,"22,658"
5/22/23,"28,254"
5/23/23,"31,538"
5/24/23,"32,716"
5/25/23,"31,233"
5/26/23,"28,057"
5/27/23,"26,196"
5/28/23,"28,227"
5/29/23,"22,885"
5/30/23,"27,842"
5/31/23,"27,012"
6/1/23,"29,301"
6/2/23,"26,403"
6/3/23,"25,014"
6/4/23,"25,537"
6/5/23,"27,052"
6/6/23,"29,621"
6/7/23,"31,445"
6/8/23,"31,881"
6/9/23,"28,768"
6/10/23,"29,037"
6/11/23,"23,980"
6/12/23,"27,387"
6/13/23,"33,722"
6/14/23,"34,239"
6/15/23,"34,087"
6/16/23,"31,299"
6/17/23,"28,062"
6/18/23,"19,854"
6/19/23,"31,379"
6/20/23,"27,861"
6/21/23,"34,536"
6/22/23,"33,494"
6/23/23,"31,466"
6/24/23,"27,903"
6/25/23,"26,511"
6/26/23,"30,564"
6/27/23,"33,363"
6/28/23,"33,620"
6/29/23,"29,539"
6/30/23,"27,805"
7/1/23,"26,059"
7/2/23,"23,634"
7/3/23,"27,828"
7/4/23,"22,508"
7/5/23,"31,386"
7/6/23,"33,482"
7/7/23,"30,999"
7/8/23,"21,428"
7/9/23,"25,178"
7/10/23,"29,560"
7/11/23,"31,414"
7/12/23,"32,066"
7/13/23,"30,853"
7/14/23,"16,854"
7/15/23,"23,218"
7/16/23,"20,743"
7/17/23,"28,656"
7/18/23,"32,085"
7/19/23,"30,549"
7/20/23,"29,287"
7/21/23,"26,732"
7/22/23,"12,578"
7/23/23,"22,251"
7/24/23,"23,875"
7/25/23,"31,327"
7/26/23,"25,760"
7/27/23,"28,322"
7/28/23,"26,933"
7/29/23,"25,104"
7/30/23,"14,707"
7/31/23,"23,312"
8/1/23,"30,114"
8/2/23,"20,685"
8/3/23,"29,898"
8/4/23,"25,021"
8/5/23,"11,677"
8/6/23,"20,559"
8/7/23,"26,708"
8/8/23,"22,258"
8/9/23,"31,870"
8/10/23,"31,007"
8/11/23,"25,972"
8/12/23,"21,691"
8/13/23,"21,062"
8/14/23,"23,692"
8/15/23,"30,997"
8/16/23,"31,194"
8/17/23,"30,261"
8/18/23,"22,135"
8/19/23,"24,014"
8/20/23,"22,268"
8/21/23,"26,965"
8/22/23,"30,047"
8/23/23,"31,178"
8/24/23,"25,143"
8/25/23,"24,224"
8/26/23,"17,598"
8/27/23,"19,458"
8/28/23,"20,974"
8/29/23,"25,538"
8/30/23,"28,786"
8/31/23,"25,342"
9/1/23,"22,562"
9/2/23,"24,753"
9/3/23,"23,748"
9/4/23,"29,360"
9/5/23,"32,355"
9/6/23,"32,926"
9/7/23,"33,064"
9/8/23,"29,055"
9/9/23,"27,173"
9/10/23,"23,971"
9/11/23,"29,900"
9/12/23,"30,202"
9/13/23,"32,568"
9/14/23,"33,814"
9/15/23,"31,139"
9/16/23,"30,441"
9/17/23,"18,611"
9/18/23,"27,708"
9/19/23,"29,412"
9/20/23,"20,300"
9/21/23,"25,549"
9/22/23,"27,104"
9/23/23,"25,767"
9/24/23,"21,664"
9/25/23,"30,011"
9/26/23,"32,815"
9/27/23,"32,972"
9/28/23,"31,853"
9/29/23,"29,334"
9/30/23,"26,977"
10/1/23,"23,661"
10/2/23,"27,629"
10/3/23,"32,414"
10/4/23,"28,910"
10/5/23,"32,954"
10/6/23,"30,427"
10/7/23,"29,353"
10/8/23,"26,987"
10/9/23,"32,177"
10/10/23,"34,850"
10/11/23,"30,972"
10/12/23,"26,120"
10/13/23,"23,309"
10/14/23,"25,107"
10/15/23,"20,718"
10/16/23,"26,476"
10/17/23,"30,175"
10/18/23,"20,814"
10/19/23,"24,305"
10/20/23,"23,331"
10/21/23,"13,662"
10/22/23,"20,686"
10/23/23,"23,064"
10/24/23,"24,096"
10/25/23,"25,798"
10/26/23,"24,995"
10/27/23,"23,226"
10/28/23,"18,970"
10/29/23,"12,317"
10/30/23,"25,269"
10/31/23,"27,035"
11/1/23,"23,706"
11/2/23,"18,045"
11/3/23,"22,618"
11/4/23,"16,553"
11/5/23,"16,786"
11/6/23,"25,607"
11/7/23,"28,731"
11/8/23,"20,839"
11/9/23,"24,709"
11/10/23,"21,416"
11/11/23,"23,666"
11/12/23,"13,178"
11/13/23,"22,757"
11/14/23,"24,032"
11/15/23,"27,817"
11/16/23,"23,937"
11/17/23,"23,990"
11/18/23,"15,789"
11/19/23,"15,982"
11/20/23,"24,967"
11/21/23,"26,871"
11/22/23,"27,043"
11/23/23,"28,508"
11/24/23,"22,974"
11/25/23,"18,246"
11/26/23,"12,374"
11/27/23,"18,914"
11/28/23,"25,817"
11/29/23,"25,418"
11/30/23,"23,691"
12/1/23,"19,526"
12/2/23,"13,980"
12/3/23,"9,849"
12/4/23,"18,419"
12/5/23,"21,115"
12/6/23,"23,529"
12/7/23,"20,903"
12/8/23,"22,701"
12/9/23,"14,850"
12/10/23,"11,483"
12/11/23,"23,354"
12/12/23,"21,554"
12/13/23,"21,712"
12/14/23,"21,168"
12/15/23,"20,826"
12/16/23,"16,087"
12/17/23,"13,560"
12/18/23,"19,049"
12/19/23,"12,532"
12/20/23,"18,769"
12/21/23,"16,115"
12/22/23,"12,966"
12/23/23,"9,674"
12/24/23,"6,942"
12/25/23,"13,365"
12/26/23,"7,214"
12/27/23,"6,721"
12/28/23,"7,956"
12/29/23,"11,006"
12/30/23,"8,801"
12/31/23,"8,397"
1/1/24,"8,212"
1/2/24,"9,769"
1/3/24,"15,255"
1/4/24,"12,987"
1/5/24,"15,430"
1/6/24,"13,370"
1/7/24,"11,508"
1/8/24,"17,428"
1/9/24,"20,665"
1/10/24,"20,887"
1/11/24,"21,096"
1/12/24,"18,811"
1/13/24,"14,698"
1/14/24,"12,909"
1/15/24,"20,275"
1/16/24,"22,379"
1/17/24,"22,084"
1/18/24,"21,403"
1/19/24,"18,804"
1/20/24,"14,573"
1/21/24,"11,607"
1/22/24,"21,077"
1/23/24,"20,436"
1/24/24,"24,682"
1/25/24,"24,677"
1/26/24,"21,669"
1/27/24,"16,959"
1/28/24,"15,540"
1/29/24,"22,839"
1/30/24,"22,303"
1/31/24,"24,505"
2/1/24,"24,839"
2/2/24,"21,427"
2/3/24,"17,434"
2/4/24,"14,998"
2/5/24,"22,260"
2/6/24,"23,315"
2/7/24,"23,542"
2/8/24,"12,260"
2/9/24,"17,511"
2/10/24,"15,964"
2/11/24,"15,157"
2/12/24,"22,298"
2/13/24,"20,228"
2/14/24,"21,864"
2/15/24,"24,887"
2/16/24,"21,651"
2/17/24,"16,787"
2/18/24,"14,945"
2/19/24,"22,584"
2/20/24,"25,160"
2/21/24,"16,906"
2/22/24,"16,240"
2/23/24,"18,487"
2/24/24,"17,561"
2/25/24,"12,595"
2/26/24,"20,621"
2/27/24,"24,669"
2/28/24,"24,061"
2/29/24,"17,788"
3/1/24,"15,299"
3/2/24,"13,137"
3/3/24,"16,221"
3/4/24,"22,740"
3/5/24,"24,567"
3/6/24,"25,869"
3/7/24,"25,347"
3/8/24,"22,662"
3/9/24,"21,041"
3/10/24,"7,479"
3/11/24,"22,058"
3/12/24,"16,085"
3/13/24,"26,083"
3/14/24,"25,698"
3/15/24,"22,516"
3/16/24,"23,067"
3/17/24,"16,637"
3/18/24,"25,575"
3/19/24,"27,103"
3/20/24,"28,381"
3/21/24,"28,215"
3/22/24,"22,273"
3/23/24,"19,159"
3/24/24,"18,219"
3/25/24,"23,399"
3/26/24,"19,287"
3/27/24,"23,166"
3/28/24,"16,576"
3/29/24,"15,713"
3/30/24,"19,917"
3/31/24,"13,883"
4/1/24,"17,320"
4/2/24,"18,489"
4/3/24,"22,786"
4/4/24,"22,111"
4/5/24,"20,842"
4/6/24,"23,408"
4/7/24,"19,581"
4/8/24,"21,438"
4/9/24,"22,347"
4/10/24,"24,265"
4/11/24,"27,813"
4/12/24,"26,661"
4/13/24,"27,993"
4/14/24,"21,193"
4/15/24,"20,604"
4/16/24,"25,005"
4/17/24,"26,063"
4/18/24,"27,085"
4/19/24,"20,665"
4/20/24,"21,582"
4/21/24,"18,359"
4/22/24,"23,807"
4/23/24,"24,262"
4/24/24,"26,428"
4/25/24,"23,416"
4/26/24,"25,391"
4/27/24,"15,570"
4/28/24,"13,022"
4/29/24,"26,963"
4/30/24,"30,777"
5/1/24,"29,968"
5/2/24,"27,686"
5/3/24,"15,983"
5/4/24,"24,179"
5/5/24,"23,303"
5/6/24,"10,684"
5/7/24,"28,825"
5/8/24,"31,973"
5/9/24,"34,978"
5/10/24,"32,947"
5/11/24,"31,353"
5/12/24,"28,808"
5/13/24,"28,958"
5/14/24,"25,584"
5/15/24,"32,757"
5/16/24,"26,093"
5/17/24,"29,357"
5/18/24,"27,078"
5/19/24,"29,443"
5/20/24,"32,109"
5/21/24,"18,813"
5/22/24,"16,947"
5/23/24,"30,434"
5/24/24,"27,523"
5/25/24,"27,107"
5/26/24,"25,074"
5/27/24,"21,412"
5/28/24,"22,870"
5/29/24,"30,748"
5/30/24,"27,013"
5/31/24,"22,963"
6/1/24,"23,264"
6/2/24,"27,710"
6/3/24,"27,676"
6/4/24,"28,880"
6/5/24,"31,142"
6/6/24,"31,558"
6/7/24,"28,592"
6/8/24,"26,163"
6/9/24,"25,644"
6/10/24,"23,647"
6/11/24,"29,836"
6/12/24,"30,467"
6/13/24,"27,347"
6/14/24,"25,700"
6/15/24,"18,048"
6/16/24,"26,152"
6/17/24,"31,296"
6/18/24,"32,158"
6/19/24,"32,589"
6/20/24,"33,836"
6/21/24,"30,186"
6/22/24,"27,408"
6/23/24,"31,919"
6/24/24,"31,578"
6/25/24,"35,190"
6/26/24,"34,515"
6/27/24,"33,718"
6/28/24,"29,513"
6/29/24,"29,372"
6/30/24,"24,226"
7/1/24,"28,380"
7/2/24,"29,851"
7/3/24,"29,102"
7/4/24,"33,013"
7/5/24,"16,115"
7/6/24,"16,330"
7/7/24,"18,236"
7/8/24,"25,248"
7/9/24,"23,098"
7/10/24,"31,742"
7/11/24,"31,555"
7/12/24,"27,299"
7/13/24,"26,402"
7/14/24,"27,051"
7/15/24,"23,478"
7/16/24,"30,739"
7/17/24,"33,580"
7/18/24,"33,700"
7/19/24,"31,605"
7/20/24,"27,887"
7/21/24,"26,903"
7/22/24,"29,737"
7/23/24,"32,088"
7/24/24,"32,806"
7/25/24,"28,334"
7/26/24,"29,953"
7/27/24,"29,777"
7/28/24,"28,508"
7/29/24,"31,615"
7/30/24,"34,809"
7/31/24,"34,683"
