Shop,Price,Hour (out of 24)
Shop C,2.5,11
Shop C,3.75,11
Shop C,3,14
Shop C,3.5,13
Shop C,4,13
Shop C,3.5,13
Shop C,2.5,11
Shop C,2.5,13
Shop C,3,12
Shop C,3,9
Shop C,4.5,13
Shop C,3,15
Shop C,3.75,11
Shop C,3.75,11
Shop C,2.2,9
Shop C,3.5,13
Shop C,3,14
Shop C,3,14
Shop C,3,8
Shop C,3.5,13
Shop C,3,13
Shop C,3,15
Shop C,2.5,11
Shop C,3.75,11
Shop C,4.25,12
Shop C,4.75,14
Shop C,4.25,10
Shop C,2.5,14
Shop C,2.45,9
Shop C,3,13
Shop C,3,13
Shop C,3.1,15
Shop C,2.55,8
Shop C,3.75,10
Shop C,3,10
Shop C,3,12
Shop C,3,13
Shop C,3.5,12
Shop C,2.5,11
Shop C,2.5,11
Shop C,3,11
Shop C,3,10
Shop C,2.45,14
Shop C,2.5,12
Shop C,3.75,12
Shop C,4.75,12
Shop C,2.5,11
Shop C,3.75,12
Shop C,3.75,8
Shop C,3,13
Shop C,4.5,13
Shop C,4.25,11
Shop C,2.5,9
Shop C,4.25,8
Shop C,3.5,8
Shop C,2.5,10
Shop C,4.5,9
Shop C,2.45,12
Shop C,3.75,12
Shop C,3,15
Shop C,4.25,9
Shop C,3.75,15
Shop C,3.25,15
Shop C,3,9
Shop C,2.5,10
Shop C,3,13
Shop C,2.5,13
Shop C,3.75,9
Shop C,3.75,12
Shop C,3,15
Shop C,2.55,11
Shop C,3.75,12
Shop C,3,10
Shop C,2.45,12
Shop C,3,12
Shop C,2.2,13
Shop C,3.25,13
Shop C,3,15
Shop C,4.25,11
Shop C,3,13
Shop C,2.5,9
Shop C,2.5,15
Shop C,3.75,15
Shop C,2.5,15
Shop C,2.5,11
Shop C,3.25,11
Shop C,3,13
Shop C,4.5,13
Shop C,3.75,12
Shop C,2.5,12
Shop C,3.5,9
Shop C,3,11
Shop C,3.75,10
Shop C,3,11
Shop C,4.75,8
Shop C,3,15
Shop C,2.5,10
Shop C,3,15
Shop C,3,9
Shop C,3,12
Shop C,3,13
Shop C,3,13
Shop C,3,15
Shop C,2.5,9
Shop C,2.55,15
Shop C,3.75,9
Shop C,3,8
Shop C,3,15
Shop C,3.5,8
Shop C,2.2,14
Shop A,3,18
Shop A,3,13
Shop A,3,17
Shop A,3,18
Shop A,3,15
Shop A,2.5,13
Shop A,4.25,18
Shop A,3,13
Shop A,3.25,13
Shop A,2.5,16
Shop A,2.5,11
Shop A,2.5,14
Shop A,4.75,18
Shop A,4.75,17
Shop A,3.5,17
Shop A,3.75,17
Shop A,3.75,15
Shop A,2.55,17
Shop A,3.5,13
Shop A,3,11
Shop A,3.75,11
Shop A,3,12
Shop A,3.75,12
Shop A,2.5,18
Shop A,3,17
Shop A,3,14
Shop A,2.55,12
Shop A,2.5,12
Shop A,2.5,17
Shop A,3.75,17
Shop A,2.5,12
Shop A,4.75,17
Shop A,2.55,12
Shop A,2.5,17
Shop A,3,16
Shop A,3.75,12
Shop A,4.75,14
Shop A,3.5,14
Shop A,2.2,19
Shop A,3,13
Shop A,3.75,14
Shop A,4.25,13
Shop A,3,12
Shop A,2.45,19
Shop A,3.75,19
Shop A,3.75,19
Shop A,3,15
Shop A,4.5,14
Shop A,3,11
Shop A,4.75,12
Shop A,3,11
Shop A,2.5,13
Shop A,3.75,19
Shop A,3,13
Shop A,2.55,13
Shop A,2.5,12
Shop A,2.5,12
Shop A,2.5,18
Shop A,3.75,18
Shop A,4.75,11
Shop A,3,18
Shop A,4.25,13
Shop A,3.75,19
Shop A,2,19
Shop A,3.5,19
Shop A,2.5,16
Shop A,3.5,16
Shop A,3,18
Shop A,2.5,16
Shop A,3,12
Shop A,2.5,19
Shop A,3.75,19
Shop A,3,14
Shop A,3.5,14
Shop A,3,12
Shop A,3.75,13
Shop A,2.2,17
Shop A,3,12
Shop A,4.5,12
Shop A,2.5,17
Shop A,3,12
Shop A,3,15
Shop A,3,18
Shop A,2,19
Shop A,4.25,19
Shop A,2,11
Shop A,2.5,13
Shop A,2.5,13
Shop A,3.75,19
Shop A,2.5,13
Shop A,2,19
Shop A,4.75,15
Shop A,3.25,15
Shop A,2.5,17
Shop A,3,19
Shop A,2,11
Shop A,3,14
Shop A,3,14
Shop A,4,16
Shop A,2.5,19
Shop A,2.5,12
Shop A,2.5,19
Shop A,3.25,19
Shop A,3,13
Shop A,2.5,15
Shop A,3.75,13
Shop A,3,16
Shop A,3,12
Shop A,3.5,18
Shop A,3,16
Shop A,3.75,12
Shop A,3.75,12
Shop A,3,16
Shop A,3,13
Shop A,3.75,14
Shop A,3,12
Shop A,3,17
Shop A,3.5,16
Shop A,3.75,18
Shop A,4.75,13
Shop A,3,14
Shop A,3.75,12
Shop A,3,12
Shop A,2.55,18
Shop A,3.75,17
Shop A,3.5,17
Shop A,3.1,13
Shop A,4.5,17
Shop A,4,14
Shop A,2.45,19
Shop A,3,19
Shop A,2,19
Shop A,2,19
Shop A,3,19
Shop A,3.75,12
Shop A,3,14
Shop A,3,18
Shop A,3.1,14
Shop A,3.5,13
Shop A,3.25,13
Shop A,2.5,12
Shop A,3.75,15
Shop A,3,15
Shop A,3,14
Shop A,3.1,14
Shop A,3,19
Shop A,3,11
Shop A,3,12
Shop A,2.5,14
Shop A,3.75,11
Shop A,3,14
Shop A,2.5,18
Shop A,3.5,18
Shop A,4,16
Shop A,4.75,15
Shop A,3,12
Shop A,2.5,17
Shop A,2.5,13
Shop A,3,17
Shop A,3,18
Shop A,2.5,15
Shop A,4.5,19
Shop A,3,18
Shop A,3.25,18
Shop A,2.5,17
Shop A,2.5,18
Shop A,3.75,11
Shop A,2.5,13
Shop A,4.5,11
Shop A,3,16
Shop A,3,19
Shop A,3,13
Shop A,3.75,13
Shop A,4.25,16
Shop A,3,14
Shop A,2.5,18
Shop A,4.5,18
Shop A,3,18
Shop A,3.25,18
Shop A,3,17
Shop A,3.75,17
Shop A,2.2,15
Shop A,2.5,12
Shop A,3,12
Shop A,3.25,12
Shop A,3,16
Shop A,2.5,15
Shop A,3.75,17
Shop A,3.75,18
Shop A,2,18
Shop A,2.5,15
Shop A,2,16
Shop A,2,11
Shop A,3,14
Shop A,3,11
Shop A,3,11
Shop A,3,17
Shop A,2.5,11
Shop A,2.5,13
Shop A,3.5,15
Shop A,2,11
Shop A,3.1,12
Shop A,3,14
Shop A,3,14
Shop A,4.5,14
Shop A,3,13
Shop A,3,17
Shop A,2.5,16
Shop A,3,19
Shop A,2.5,18
Shop A,2.5,13
Shop A,3,12
Shop A,4.75,17
Shop A,2.5,16
Shop A,3,19
Shop A,3,15
Shop A,3,19
Shop A,3.75,19
Shop A,3.1,11
Shop A,3.5,18
Shop A,3,14
Shop A,3,17
Shop A,3.5,17
Shop A,3,16
Shop A,3.5,16
Shop A,3.75,14
Shop A,3.75,15
Shop A,2.5,19
Shop A,3.75,19
Shop A,3.5,17
Shop A,3.5,17
Shop A,2.2,18
Shop A,3.75,18
Shop A,4,12
Shop A,2.5,17
Shop A,3.1,18
Shop A,3,11
Shop A,2,13
Shop A,3.75,16
Shop A,2.5,19
Shop A,3.25,19
Shop A,2.5,18
Shop A,4.5,18
Shop A,3.1,17
Shop A,4.25,15
Shop A,4,12
Shop A,3.5,15
Shop A,3,17
Shop A,2.2,11
Shop A,3.5,11
Shop A,2,14
Shop A,3,16
Shop A,4.25,14
Shop A,4.25,13
Shop A,3,18
Shop A,4,19
Shop A,4.75,15
Shop A,3,15
Shop A,2.45,16
Shop A,2.5,18
Shop A,3,11
Shop A,2.5,19
Shop A,2.5,17
Shop A,3,12
Shop A,3,12
Shop A,2.2,16
Shop A,2,18
Shop A,2.5,19
Shop A,3,19
Shop A,3,14
Shop A,3.25,14
Shop A,3,12
Shop A,2,13
Shop A,4.5,16
Shop A,3.75,18
Shop A,2.5,17
Shop A,3,18
Shop A,3.5,11
Shop A,3.25,11
Shop A,3,19
Shop A,3.5,15
Shop A,4.5,19
Shop A,4.5,19
Shop A,4.5,17
Shop A,3.75,13
Shop A,2,15
Shop A,3.5,11
Shop A,2.5,11
Shop A,2.5,18
Shop A,3.5,18
Shop A,2.55,12
Shop A,4.25,12
Shop A,3.5,12
Shop A,3.5,12
Shop A,2.5,15
Shop A,2.5,16
Shop A,3.75,16
Shop A,2.2,13
Shop A,3,13
Shop A,2,15
Shop A,2.5,18
Shop A,3.5,18
Shop A,3,18
Shop A,2.2,16
Shop A,3.75,16
Shop A,3,17
Shop A,3,17
Shop A,2.5,14
Shop A,2.5,17
Shop A,3,19
Shop A,3,19
Shop A,2.5,16
Shop A,3.5,19
Shop A,2.5,17
Shop A,3.5,17
Shop A,2.5,19
Shop A,2.5,18
Shop A,3.5,14
Shop A,3.75,14
Shop A,2.5,13
Shop A,2.5,16
Shop A,2,13
Shop A,3.75,13
Shop A,3,13
Shop A,3.5,13
Shop A,3.75,15
Shop A,2.5,18
Shop A,3.75,15
Shop A,3.75,18
Shop A,3.5,18
Shop A,3.5,13
Shop A,3.5,14
Shop A,2.5,12
Shop A,2,14
Shop A,3,12
Shop A,3,11
Shop A,3,16
Shop A,4.5,16
Shop A,4.25,12
Shop A,3.75,12
Shop A,3.5,12
Shop A,2.5,16
Shop A,3.25,16
Shop A,3,14
Shop A,3.75,14
Shop A,3,13
Shop A,3.5,14
Shop A,2.55,11
Shop A,3.75,11
Shop A,3,12
Shop A,2.2,13
Shop A,2.5,13
Shop A,3,18
Shop A,3.75,18
Shop A,3,13
Shop A,3.75,12
Shop A,4.25,11
Shop A,3,13
Shop A,3.75,13
Shop A,3.5,19
Shop A,3,19
Shop A,3,16
Shop A,2.2,11
Shop A,3.25,11
Shop A,4.5,13
Shop A,3,11
Shop A,3,12
Shop A,3.75,19
Shop A,3.5,19
Shop A,4.75,15
Shop A,2.5,16
Shop A,2.5,17
Shop A,4.25,12
Shop A,2.2,17
Shop A,2.5,15
Shop A,3.25,15
Shop A,3,16
Shop A,2.2,14
Shop A,3,19
Shop A,2.5,12
Shop A,3.75,13
Shop A,3,13
Shop A,3,11
Shop A,3.25,11
Shop A,3,16
Shop A,3.5,18
Shop A,3,18
Shop A,2.5,11
Shop A,3.75,15
Shop A,3.75,17
Shop A,3,13
Shop A,2.5,11
Shop A,3.5,19
Shop A,2,17
Shop A,4,15
Shop A,3,17
Shop A,2.5,16
Shop A,2.5,14
Shop A,3.5,14
Shop A,2.2,16
Shop A,2.5,18
Shop A,3,17
Shop A,3.5,17
Shop A,4.25,15
Shop A,3.5,18
Shop A,2.2,12
Shop A,3.75,12
Shop A,3.75,11
Shop A,4,15
Shop A,2,17
Shop A,3.5,17
Shop A,2.5,18
Shop A,3,18
Shop A,2.5,15
Shop A,3,11
Shop A,2.55,11
Shop A,3,19
Shop A,2.5,11
Shop A,2.45,13
Shop A,2.5,15
Shop A,3,15
Shop A,2.2,19
Shop A,3,17
Shop A,2.5,15
Shop A,3,15
Shop A,2.5,14
Shop A,2.5,15
Shop A,3.75,15
Shop A,3.75,17
Shop A,3.75,16
Shop A,3,12
Shop A,2.5,11
Shop A,2.5,14
Shop A,2.45,16
Shop A,3.25,16
Shop A,3,17
Shop A,3.75,13
Shop A,3.25,13
Shop A,2.5,16
Shop A,2.5,13
Shop A,3,18
Shop A,3.75,17
Shop A,2.5,11
Shop A,2.5,16
Shop A,3.75,19
Shop A,2.5,13
Shop A,3,11
Shop A,3.5,11
Shop A,3.25,11
Shop A,2.5,13
Shop A,2.5,15
Shop A,3,17
Shop A,3.5,12
Shop A,4,12
Shop A,3,18
Shop A,3,18
Shop A,3,18
Shop A,3.5,13
Shop A,3,15
Shop A,3.75,15
Shop A,3,17
Shop A,3.75,17
Shop A,3,15
Shop A,2.5,18
Shop A,4.25,13
Shop A,2.5,15
Shop A,3,11
Shop A,2,19
Shop A,2,14
Shop A,2,13
Shop A,2,19
Shop A,3.75,19
Shop A,3,15
Shop A,2.5,11
Shop A,3,13
Shop A,3.1,17
Shop A,3.1,18
Shop A,3,17
Shop A,3,15
Shop A,3,13
Shop A,3,19
Shop A,3,17
Shop A,3.25,17
Shop A,3,11
Shop A,3.75,14
Shop A,2.5,18
Shop A,2.5,12
Shop A,2.5,19
Shop A,2.5,13
Shop A,3.5,17
Shop A,3,11
Shop A,3,15
Shop A,2.55,19
Shop A,4.25,18
Shop A,3.75,16
Shop A,2.2,19
Shop A,3.75,14
Shop A,3,12
Shop A,3.75,16
Shop A,3,13
Shop A,3.5,19
Shop A,4.25,16
Shop A,3,14
Shop A,3.75,16
Shop A,3.75,14
Shop A,4.25,13
Shop A,2.5,14
Shop A,3.25,14
Shop A,4,18
Shop A,2.5,14
Shop A,3,12
Shop A,4.75,16
Shop A,2.5,16
Shop A,3.75,17
Shop A,3.5,15
Shop A,3.75,15
Shop A,3.75,15
Shop A,4.75,11
Shop A,3.75,11
Shop A,4,18
Shop A,2.5,13
Shop A,3,14
Shop A,3.1,18
Shop A,3.75,17
Shop A,3,19
Shop A,3,13
Shop A,3,14
Shop A,3.25,14
Shop A,3,12
Shop A,3,12
Shop A,4.5,14
Shop A,2.5,15
Shop A,3.1,15
Shop A,3.75,16
Shop A,3,11
Shop A,3.75,11
Shop A,2.5,12
Shop A,2,19
Shop A,3.5,17
Shop A,2.5,17
Shop A,3,14
Shop A,3.5,13
Shop A,2.5,13
Shop A,3.75,16
Shop A,2.5,15
Shop A,4.5,15
Shop A,2.5,14
Shop A,2.5,13
Shop A,3,14
Shop A,3.75,14
Shop A,3,18
Shop A,2.5,14
Shop A,2.5,15
Shop A,3,14
Shop A,2,12
Shop A,2.5,16
Shop A,3.5,19
Shop A,4.75,16
Shop A,3,15
Shop A,2.5,15
Shop A,2.5,11
Shop A,3,16
Shop A,2.5,15
Shop A,2.5,15
Shop A,3.75,11
Shop A,2.2,19
Shop A,3.75,19
Shop A,2,19
Shop A,3.25,19
Shop A,3.5,16
Shop A,3.5,16
Shop A,2.2,14
Shop A,3.25,14
Shop A,2.2,13
Shop A,3.5,17
Shop A,3.1,17
Shop A,2.5,11
Shop A,3,12
Shop A,3,12
Shop A,3.75,12
Shop A,3.5,15
Shop A,3,14
Shop A,3,18
Shop A,3,12
Shop A,3,15
Shop A,3,18
Shop A,4.5,12
Shop A,3,12
Shop A,3.5,13
Shop A,3.5,13
Shop A,3,18
Shop A,3.5,11
Shop A,3.5,14
Shop A,3,13
Shop A,2.5,13
Shop A,3.5,18
Shop A,2.5,14
Shop A,3.25,14
Shop A,3.75,19
Shop A,4.25,11
Shop A,2.5,19
Shop A,3.75,17
Shop A,3.75,17
Shop A,3,19
Shop B,3,8
Shop B,3.25,8
Shop B,3,15
Shop B,3.5,15
Shop B,2.5,8
Shop B,2.2,7
Shop B,4.5,7
Shop B,3,14
Shop B,3,8
Shop B,2.55,10
Shop B,3.1,15
Shop B,2,13
Shop B,3,11
Shop B,2.5,11
Shop B,3,14
Shop B,3.5,14
Shop B,2.5,13
Shop B,3.75,15
Shop B,3.25,15
Shop B,2,16
Shop B,4,14
Shop B,4.75,8
Shop B,2.5,12
Shop B,3.25,12
Shop B,2.2,10
Shop B,3,11
Shop B,2.5,8
Shop B,3,16
Shop B,2.5,8
Shop B,2.5,17
Shop B,3.75,17
Shop B,3,10
Shop B,3.5,9
Shop B,2,10
Shop B,3,7
Shop B,3.75,7
Shop B,3.75,7
Shop B,4.75,7
Shop B,3.75,12
Shop B,3.25,12
Shop B,3.5,14
Shop B,3,9
Shop B,3,16
Shop B,2.5,15
Shop B,4.5,10
Shop B,3,7
Shop B,4.25,16
Shop B,2.5,11
Shop B,2.5,8
Shop B,3,12
Shop B,3.75,8
Shop B,3,8
Shop B,2.5,16
Shop B,2.5,18
Shop B,3.25,18
Shop B,2.5,12
Shop B,3.25,12
Shop B,3,14
Shop B,3,10
Shop B,3,13
Shop B,2.5,9
Shop B,3.75,9
Shop B,3.75,11
Shop B,3,13
Shop B,3.5,13
Shop B,3,7
Shop B,3,12
Shop B,3.1,16
Shop B,3.5,16
Shop B,3.75,16
Shop B,3.75,14
Shop B,2.5,15
Shop B,3.75,16
Shop B,2.45,13
Shop B,3.1,12
Shop B,2.2,12
Shop B,3.5,12
Shop B,3.25,12
Shop B,3,17
Shop B,3,16
Shop B,3.5,13
Shop B,3,14
Shop B,3.5,18
Shop B,3.75,18
Shop B,3,16
Shop B,2.5,9
Shop B,2.5,16
Shop B,3,14
Shop B,3.1,14
Shop B,3,10
Shop B,3.5,11
Shop B,3,10
Shop B,2.55,14
Shop B,3.5,14
Shop B,2.2,7
Shop B,3,14
Shop B,2.45,8
Shop B,3.75,11
Shop B,3,10
Shop B,3.25,10
Shop B,3,16
Shop B,4.5,16
Shop B,3,14
Shop B,3,17
Shop B,3.1,13
Shop B,2.5,10
Shop B,3.75,18
Shop B,3.75,18
Shop B,3,13
Shop B,4.5,8
Shop B,3,17
Shop B,3,11
Shop B,4.75,18
Shop B,2.5,8
Shop B,3.1,10
Shop B,2.2,10
Shop B,4.5,17
Shop B,2.2,12
Shop B,4.5,12
Shop B,2.5,15
Shop B,3,15
Shop B,2.5,8
Shop B,2.5,16
Shop B,3,12
Shop B,3.75,12
Shop B,3.5,8
Shop B,3,16
Shop B,2.5,9
Shop B,4,18
Shop B,2.5,10
Shop B,3,15
Shop B,2.45,14
Shop B,2.5,9
Shop B,2.5,10
Shop B,3.5,10
Shop B,3,17
Shop B,2,12
Shop B,2.5,11
Shop B,3,12
Shop B,3.5,12
Shop B,3,9
Shop B,2,10
Shop B,2.2,17
Shop B,3.5,17
Shop B,2.2,11
Shop B,3,16
Shop B,3,10
Shop B,3,15
Shop B,3.25,15
Shop B,2.2,10
Shop B,3,10
Shop B,3,15
Shop B,3.5,15
Shop B,2.5,8
Shop B,2.5,14
Shop B,3.5,14
Shop B,2,15
Shop B,3,14
Shop B,4.5,17
Shop B,2.2,8
Shop B,2.2,12
Shop B,3.5,9
Shop B,3,15
Shop B,4.5,15
Shop B,2.5,16
Shop B,2,8
Shop B,2.5,11
Shop B,3.5,11
Shop B,2.5,12
Shop B,2.55,8
Shop B,2,16
Shop B,4.75,11
Shop B,4,8
Shop B,2.5,17
Shop B,3.5,17
Shop B,4.25,13
Shop B,3.5,17
Shop B,2.5,10
Shop B,2.2,8
Shop B,3.75,12
Shop B,3.75,14
Shop B,2.2,16
Shop B,3.5,8
Shop B,4.5,8
Shop B,3.5,10
Shop B,4,9
Shop B,3,7
Shop B,2.5,14
Shop B,4,10
Shop B,2,14
Shop B,3,13
Shop B,4.25,7
Shop B,3.5,7
Shop B,3.75,12
Shop B,2.55,13
Shop B,2.2,9
Shop B,3.5,9
Shop B,3.5,7
Shop B,4,8
Shop B,3,14
Shop B,2.5,9
Shop B,2.55,10
Shop B,2.5,11
Shop B,2,15
Shop B,2,9
Shop B,2.5,8
Shop B,3.25,8
Shop B,3.75,14
Shop B,3.5,9
Shop B,2,8
Shop B,2.45,15
Shop B,3,7
Shop B,3.5,13
Shop B,3,12
Shop B,2.2,17
Shop B,2.2,18
Shop B,3.5,18
Shop B,2.5,11
Shop B,3,17
Shop B,3,13
Shop B,3.25,13
Shop B,3,9
Shop B,2.5,14
Shop B,4.5,14
Shop B,2.5,9
Shop B,3,10
Shop B,3,10
Shop B,3.75,10
Shop B,4.5,13
Shop B,3.5,13
Shop B,2.5,7
Shop B,3.5,7
Shop B,4.25,14
Shop B,2,8
Shop B,2.5,17
Shop B,3,14
Shop B,3.25,14
Shop B,4.75,8
Shop B,3.5,8
Shop B,3,14
Shop B,2,8
Shop B,3,13
Shop B,3.25,13
Shop B,3,9
Shop B,2.5,12
Shop B,2,11
Shop B,2.45,12
Shop B,2.55,8
Shop B,2.5,10
Shop B,3.75,11
Shop B,3,13
Shop B,2.5,15
Shop B,3.75,15
Shop B,2.2,14
Shop B,3.5,17
Shop B,2.5,17
Shop B,4.25,16
Shop B,2.5,16
Shop B,2,10
Shop B,3.5,10
Shop B,2.5,18
Shop B,3,7
Shop B,3.1,15
Shop B,3.75,15
Shop B,3.5,10
Shop B,3,13
Shop B,3,8
Shop B,4.75,8
Shop B,3,15
Shop B,2.5,9
Shop B,2.5,16
Shop B,2.5,10
Shop B,3.75,10
Shop B,3,18
Shop B,3.75,16
Shop B,3,17
Shop B,3.75,13
Shop B,2.55,15
Shop B,2.5,15
Shop B,3,16
Shop B,2.2,8
Shop B,2.5,12
Shop B,2.2,13
Shop B,3,11
Shop B,3.5,10
Shop B,3,12
Shop B,4,8
Shop B,3,10
Shop B,3,14
Shop B,2.45,15
Shop B,3,15
Shop B,3.75,16
Shop B,2.5,13
Shop B,3,7
Shop B,2.5,7
Shop B,3,15
Shop B,3.1,14
Shop B,3.1,17
Shop B,3,14
Shop B,3.75,17
Shop B,4.25,17
Shop B,3,12
Shop B,2.2,13
Shop B,3.75,7
Shop B,2.5,11
Shop B,2.5,15
Shop B,3.25,15
Shop B,3.75,11
Shop B,2.45,8
Shop B,4.75,7
Shop B,3.75,17
Shop B,2.2,15
Shop B,3,8
Shop B,3,16
Shop B,2,7
Shop B,3,16
Shop B,4.5,13
Shop B,3,16
Shop B,3.75,16
Shop B,4.75,13
Shop B,2,17
Shop B,3.75,13
Shop B,4.25,9
Shop B,3.1,15
Shop B,3,10
Shop B,2.45,18
Shop B,2.5,12
Shop B,3.75,14
Shop B,2.5,8
Shop B,2.5,9
Shop B,3.5,9
Shop B,2.5,12
Shop B,2.5,7
Shop B,3.1,17
Shop B,3.1,17
Shop B,3,12
Shop B,4.5,18
Shop B,4.5,18
Shop B,3.5,7
Shop B,3.25,7
Shop B,3.1,17
Shop B,3.75,18
Shop B,3,13
Shop B,3.5,13
Shop B,3,17
Shop B,2.5,10
Shop B,3,10
Shop B,2.2,12
Shop B,3.1,9
Shop B,4,12
Shop B,2.5,15
Shop B,3.1,16
Shop B,3,7
Shop B,3,13
Shop B,3.1,11
Shop B,3,11
Shop B,3,12
Shop B,3.75,15
Shop B,2.5,13
Shop B,3.75,13
Shop B,2.5,8
Shop B,2.5,9
Shop B,2.55,12
Shop B,2.5,9
Shop B,3.5,14
Shop B,4.25,15
Shop B,3.75,15
Shop B,2.5,12
Shop B,2.5,15
Shop B,3.5,11
Shop B,3,7
Shop B,3,9
Shop B,2.2,18
Shop B,3.5,12
Shop B,3,12
Shop B,2.45,16
Shop B,3.5,15
Shop B,3.5,17
Shop B,4.5,9
Shop B,4.25,12
Shop B,4.25,11
Shop B,3.5,11
Shop B,4.25,18
Shop B,4,16
Shop B,3.5,16
Shop B,2.5,17
Shop B,3,13
Shop B,2.5,16
Shop B,3.25,16
Shop B,3.1,7
Shop B,3.25,7
Shop B,2.2,10
Shop B,4.25,17
Shop B,3,8
Shop B,3.5,8
Shop B,4.25,8
Shop B,3,12
Shop B,3,9
Shop B,3.25,9
Shop B,2.45,15
Shop B,3.75,16
Shop B,4.5,16
Shop B,4.75,8
Shop B,3,9
Shop B,2.5,10
Shop B,3,11
Shop B,3,11
Shop B,2.45,15
Shop B,3,13
Shop B,3,12
Shop B,3,15
Shop B,3,15
Shop B,3.5,15
Shop B,3,13
Shop B,3.5,13
Shop B,2.5,16
Shop B,3,8
Shop B,2.5,12
Shop B,2.45,16
Shop B,3,16
Shop B,3,14
Shop B,3.25,14
Shop B,2,17
Shop B,3.75,17
Shop B,3.5,17
Shop B,4,8
Shop B,3.75,7
Shop B,3,9
Shop B,3,7
Shop B,3.75,7
Shop B,2.5,13
Shop B,4.75,18
Shop B,3.25,18
Shop B,3.5,17
Shop B,3.5,17
Shop B,3.1,12
Shop B,4.5,16
Shop B,2,7
Shop B,2.5,16
Shop B,2,13
Shop B,3,11
Shop B,3.75,15
Shop B,3.25,15
Shop B,4,12
Shop B,3.75,12
Shop B,3.75,9
Shop B,2.5,16
Shop B,3,13
Shop B,3.5,7
Shop B,3,9
Shop B,2.5,16
Shop B,3.75,15
Shop B,2.5,16
Shop B,3.25,16
Shop B,4.25,14
Shop B,2.55,17
Shop B,2.5,14
Shop B,3,12
Shop B,2.5,15
Shop B,4.5,15
Shop B,3.1,9
Shop B,3,7
Shop B,2.5,17
Shop B,3,17
Shop B,4,15
Shop B,3.75,15
Shop B,2,14
Shop B,3.75,14
Shop B,2.5,14
Shop B,2.5,16
Shop B,3.75,14
Shop B,2,9
Shop B,2.5,9
Shop B,4.25,14
Shop B,2.5,15
Shop B,2.5,11
Shop B,3.75,14
Shop B,2.5,12
Shop B,2.5,15
Shop C,3.5,14
Shop C,3.75,14
Shop C,2,9
Shop C,2,15
Shop C,3.25,15
Shop C,3,10
Shop C,2.5,8
Shop C,2.5,13
Shop C,3,13
Shop C,2.5,9
Shop C,2.2,13
Shop C,4.5,9
Shop C,2.55,10
Shop C,2.45,9
Shop C,3,11
Shop C,3,12
Shop C,3.75,15
Shop C,2.2,14
Shop C,3,9
Shop C,2.5,14
Shop C,3.75,10
Shop C,2.5,10
Shop C,3,14
Shop C,3,8
Shop C,3,15
Shop C,3.5,15
Shop C,3.5,15
Shop C,2.5,8
Shop C,2.5,13
Shop C,4.5,13
Shop C,2.5,13
Shop C,2.5,15
Shop C,3,15
Shop C,3,11
Shop C,3,8
Shop C,2.5,9
Shop C,3,10
Shop C,3.75,10
Shop C,3.5,12
Shop C,3.75,14
Shop C,4.5,14
Shop C,3,14
Shop C,4.75,9
Shop C,2.5,13
Shop C,4.75,14
Shop C,2.45,8
Shop C,3.75,14
Shop C,3,9
Shop C,2.2,8
Shop C,2.5,15
Shop C,3,11
Shop C,3.25,11
Shop C,4,10
Shop C,2.45,13
Shop C,3.75,13
Shop C,3.5,13
Shop C,2.5,9
Shop C,4.75,10
Shop C,4.25,11
Shop C,3.5,13
Shop C,4.5,13
Shop C,3,8
Shop C,2.5,8
Shop C,3,8
Shop C,3.1,8
Shop C,3,10
Shop C,3.1,15
Shop C,3.75,12
Shop C,3.25,12
Shop C,2.5,15
Shop C,2.5,12
Shop C,3.5,15
Shop C,3.25,15
Shop C,2.5,9
Shop C,3,14
Shop C,3.75,9
Shop C,3.5,12
Shop C,3.5,8
Shop C,2.5,14
Shop C,3,12
Shop C,4.25,11
Shop C,3,12
Shop C,2.5,13
Shop C,4.25,14
Shop C,3.75,12
Shop C,2.5,12
Shop C,3.75,12
Shop C,2.5,11
Shop C,2,13
Shop C,3,15
Shop C,2.2,8
Shop C,2.2,9
Shop C,3,9
Shop C,2.5,10
Shop C,3.1,14
Shop C,2.5,12
Shop C,2,15
Shop C,3,15
Shop C,2.2,13
Shop C,3,14
Shop C,3.75,11
Shop C,3.75,11
Shop C,4.75,13
Shop C,3,11
Shop C,4.5,11
Shop C,3,10
Shop C,2,9
Shop C,3.25,9
Shop C,3,13
Shop C,2.5,8
Shop C,2.5,13
Shop C,2.5,9
Shop C,2.45,13
Shop C,2.2,14
Shop C,2.2,8
Shop C,2.5,10
Shop C,3,8
Shop C,4.25,14
Shop C,3.1,13
Shop C,3.5,13
Shop C,2.5,15
Shop C,3.75,8
Shop C,4.75,11
Shop C,3,9
Shop C,4.25,9
Shop C,2.5,15
Shop C,4.5,9
Shop C,3.75,9
Shop C,2.55,14
Shop C,3,10
Shop C,4.25,14
Shop C,4.5,11
Shop C,2.5,11
Shop C,3,10
Shop C,3,13
Shop C,3.75,13
Shop C,2.2,13
Shop C,3,15
Shop C,3,15
Shop C,3.25,15
Shop C,2.5,10
Shop C,3,10
Shop C,3.1,10
Shop C,3,10
Shop C,3.5,10
Shop C,4.25,11
Shop C,2.5,14
Shop C,2.5,13
Shop C,2.5,8
Shop C,3,14
Shop C,2.2,13
Shop C,2.5,15
Shop C,3.5,10
Shop C,3.75,10
Shop C,3,8
Shop C,4.75,8
Shop C,3.5,8
Shop C,3,15
Shop C,3,11
Shop C,2.5,8
