storeNumber,opening_times
4769-103376,6:00:00
74907-101612,7:00:00
4549-94631,5:30:00
4325-1513,6:30:00
4383-14851,6:00:00
74996-104506,7:00:00
3997-146205,8:00:00
75525-35359,8:00:00
75633-86381,8:00:00
15793-158605,8:00:00
75790-96396,8:00:00
57744-291097,7:00:00
75826-96571,8:30:00
54219-285743,7:30:00
75806-68443,7:00:00
75798-95900,10:00:00
75571-68502,8:00:00
75921-104040,6:30:00
67044-301443,7:00:00
20296-104210,6:00:00
58015-290562,6:00:00
18962-181665,6:00:00
19901-201424,5:00:00
55159-141272,8:00:00
22091-205050,6:00:00
67255-300897,6:00:00
19841-199684,6:30:00
48418-262967,7:30:00
60941-293988,8:30:00
61356-295692,6:00:00
55947-283787,6:30:00
4319-1832,6:00:00
4962-132004,6:30:00
4556-94105,6:30:00
61201-295543,6:00:00
17411-171644,6:00:00
66784-300169,7:00:00
50060-272564,5:00:00
55738-146006,8:00:00
7799-63000,5:30:00
7327-676,5:00:00
59066-293192,7:00:00
76778-109264,8:00:00
7381-1628,5:30:00
47843-257397,5:30:00
7318-1048,6:30:00
54884-276118,6:00:00
7448-6486,5:30:00
7340-283827,5:00:00
7938-95618,5:30:00
27530-244211,8:00:00
10750-102304,5:30:00
56246-288982,8:00:00
7337-294144,5:30:00
23917-234085,6:00:00
4350-2078,8:00:00
47181-251744,6:00:00
4318-249544,6:00:00
54931-288675,9:30:00
58728-292978,6:00:00
4095-282005,6:00:00
24209-236145,6:00:00
4803-97529,6:30:00
74752-97381,8:00:00
4532-94881,6:00:00
51020-265793,7:00:00
29383-224506,5:00:00
16715-170124,5:00:00
54357-266927,5:00:00
16633-168428,6:00:00
7149-136086,5:00:00
4499-91240,5:30:00
4810-107004,5:00:00
181-233,6:00:00
74889-99486,8:00:00
79718-128727,7:00:00
137-22,5:00:00
60054-294167,7:00:00
4435-70260,5:00:00
4682-100790,5:00:00
74462-95599,7:00:00
4274-285616,6:30:00
23274-210524,7:00:00
48145-261615,6:00:00
67043-300917,8:00:00
53844-284904,9:30:00
4343-2067,7:30:00
19572-200494,6:00:00
4344-1729,6:30:00
4872-106562,6:00:00
4657-100002,5:00:00
23314-210525,6:00:00
55133-288878,6:00:00
27008-241205,7:00:00
16201-140064,6:00:00
55390-286738,7:00:00
49643-269865,7:00:00
52984-283789,8:00:00
56095-289985,6:00:00
79269-99848,8:00:00
4494-93178,7:00:00
4709-103125,6:30:00
55381-289197,6:30:00
50088-272604,6:00:00
4675-100793,6:00:00
16499-170404,7:00:00
19770-183025,6:00:00
18433-182389,6:00:00
58365-290600,8:00:00
4678-100978,6:00:00
58375-292398,8:00:00
49533-269384,6:30:00
21992-186228,8:00:00
53974-285686,6:00:00
73863-106113,8:00:00
4915-122111,6:00:00
17732-182187,8:00:00
17203-171524,6:00:00
4757-104792,6:00:00
56151-289063,6:00:00
49532-269564,7:00:00
29167-249436,7:00:00
4531-94623,6:30:00
61700-296120,6:00:00
4323-1693,6:00:00
4980-138085,7:00:00
60332-294486,6:00:00
4279-865,6:30:00
52367-281585,6:00:00
4258-286587,5:30:00
17342-166924,7:00:00
65819-300231,8:00:00
4573-96127,6:00:00
20683-199288,8:00:00
54050-284127,5:30:00
4430-18659,6:00:00
20684-195385,8:00:00
4756-104231,6:00:00
4816-104227,6:00:00
57459-290857,6:00:00
23284-222864,5:30:00
4233-544,6:00:00
25595-241230,8:00:00
22838-224385,6:00:00
60051-292781,7:00:00
4206-529,5:30:00
4210-531,5:30:00
61606-296058,6:00:00
74829-100385,8:00:00
4626-99131,5:30:00
54244-286492,7:30:00
17004-164724,5:30:00
4751-104207,6:30:00
4864-103821,5:30:00
4543-95050,6:00:00
74942-102406,7:00:00
26267-206924,5:30:00
22945-207164,5:30:00
54414-274192,7:00:00
74828-99754,6:00:00
49679-270684,7:30:00
27064-246614,6:30:00
4930-106303,5:30:00
3494-141218,7:00:00
74750-97800,7:00:00
51105-269144,7:00:00
4738-102813,6:30:00
15607-155027,6:00:00
74840-100563,7:00:00
52304-275324,5:30:00
4845-108630,5:30:00
4838-108631,6:00:00
4534-94624,5:30:00
74747-97963,8:00:00
57985-290384,6:00:00
4714-101455,6:30:00
4728-103755,5:30:00
172-289343,6:00:00
74753-97373,7:00:00
4913-101291,6:00:00
56174-290053,6:00:00
21339-210884,7:30:00
4216-266988,6:00:00
4691-99966,5:30:00
15686-157767,6:00:00
4975-132024,6:00:00
4826-108633,7:30:00
17191-176384,7:30:00
52468-280628,7:00:00
4488-92620,6:30:00
50007-272270,7:00:00
17995-156064,6:00:00
53828-286039,7:00:00
51252-269064,6:00:00
4489-92622,6:30:00
67049-301444,7:00:00
52380-276437,6:30:00
66636-300679,6:00:00
50490-269146,6:00:00
29969-255944,5:00:00
55459-289328,6:00:00
55388-286620,7:00:00
66635-300677,6:00:00
25320-235147,8:00:00
52184-276436,6:00:00
55203-285744,8:00:00
56639-290530,6:30:00
4774-104085,6:30:00
55227-289065,6:30:00
62160-296723,6:30:00
29473-252344,9:30:00
136-289080,5:30:00
167-20,5:00:00
4421-61619,7:00:00
25544-241319,5:00:00
4825-108844,5:30:00
4895-104704,5:00:00
143-17,5:30:00
50330-273728,7:00:00
4912-108636,5:00:00
4278-885,6:00:00
15841-164465,8:00:00
4469-87801,5:30:00
63658-298054,8:00:00
17341-179604,6:00:00
75704-94633,6:00:00
70002-120504,6:00:00
47118-238035,6:00:00
57873-290737,6:00:00
49671-270244,5:30:00
4904-114726,5:30:00
60046-292771,7:00:00
4683-100798,5:30:00
15908-154985,5:30:00
65767-299855,8:00:00
4922-107288,5:30:00
4472-274490,5:30:00
52378-278465,6:00:00
58574-292526,5:30:00
4575-95544,5:00:00
65616-299848,7:00:00
4336-1907,7:00:00
4458-84661,7:00:00
4959-105052,6:00:00
22466-220884,7:00:00
4929-125664,5:30:00
4427-55359,6:00:00
60047-292777,8:00:00
4742-104613,6:00:00
16896-163444,5:30:00
4226-771,6:00:00
4241-770,6:00:00
4276-936,5:30:00
4296-250015,5:30:00
27009-242505,8:00:00
54396-286182,6:00:00
65569-299809,7:00:00
16982-173365,7:00:00
4667-100881,6:00:00
60067-292776,8:00:00
4386-23787,5:30:00
17922-173426,7:00:00
4205-530,6:00:00
17181-170464,5:30:00
20681-199287,8:00:00
4313-1748,6:00:00
4938-124144,6:00:00
50289-273864,6:00:00
17843-173859,6:00:00
54189-276866,5:30:00
25624-238965,6:00:00
4718-288881,6:00:00
60071-292724,7:00:00
4817-251106,5:30:00
19795-184746,6:00:00
51923-280145,5:30:00
17799-168425,7:00:00
51937-280068,6:00:00
16466-157825,6:00:00
4287-919,6:00:00
4277-915,7:00:00
15700-291737,7:30:00
57245-289418,6:00:00
4824-108289,6:00:00
70089-116694,8:00:00
63467-297773,7:30:00
4484-88341,5:30:00
4768-104194,6:30:00
21590-206647,5:30:00
4283-937,5:30:00
17218-142624,6:00:00
65843-300051,7:00:00
4517-93451,5:30:00
4944-128924,6:00:00
4238-273445,6:00:00
75626-76440,7:30:00
4268-289944,5:30:00
4516-93218,6:00:00
4957-130970,5:30:00
60967-295228,5:30:00
4960-130968,6:00:00
47082-255356,6:30:00
4788-104697,6:00:00
58410-292563,6:00:00
15726-162824,6:30:00
61683-292770,7:00:00
53909-286089,5:30:00
48809-210526,6:00:00
17650-168364,5:30:00
18568-178784,6:00:00
19686-199345,9:00:00
20172-201624,5:30:00
5063-145250,8:30:00
4686-99705,6:30:00
4705-101307,6:00:00
61701-294674,5:30:00
4475-89080,6:00:00
50685-274726,7:00:00
17337-163346,6:00:00
4666-100575,5:30:00
54983-288774,7:00:00
55749-289586,7:00:00
58077-291992,9:00:00
57682-290273,5:30:00
48602-263887,5:30:00
53827-286045,5:30:00
79648-107923,7:00:00
4627-99063,5:30:00
16278-161004,6:00:00
4932-117888,6:00:00
47180-256825,9:00:00
15720-156244,6:00:00
4911-108286,6:00:00
4790-104208,6:00:00
4304-853,8:00:00
50472-265924,6:00:00
49715-265165,7:00:00
61740-294562,6:00:00
4860-106552,6:00:00
61450-295206,6:00:00
58425-291994,9:00:00
4414-20599,5:30:00
57286-290788,6:00:00
55535-286668,6:00:00
62158-296726,6:00:00
16709-161186,5:30:00
4777-104186,6:00:00
52586-280629,7:30:00
66641-300977,6:00:00
52436-281915,6:00:00
49964-251783,6:00:00
47992-257165,7:00:00
4719-101643,6:00:00
4983-137904,6:30:00
4566-95254,6:00:00
50328-273644,7:00:00
55692-286153,7:00:00
6090-139484,9:00:00
75251-93591,7:00:00
54243-286490,7:00:00
26918-236885,6:00:00
47372-208105,6:00:00
18351-181965,6:00:00
16390-168429,7:00:00
60460-294221,6:00:00
4496-90703,5:30:00
52985-283944,6:00:00
58176-292155,5:30:00
51719-278728,7:00:00
59659-292704,6:30:00
53445-274245,7:00:00
79740-128704,8:00:00
26577-206484,6:30:00
58741-292551,6:00:00
55634-289448,6:00:00
3937-128705,8:00:00
19551-193811,7:00:00
4352-2303,6:00:00
47245-257147,7:00:00
47885-257704,8:00:00
79543-102411,8:00:00
53634-279348,7:00:00
79530-102414,7:00:00
55694-286537,7:00:00
66651-297378,6:00:00
58740-292550,6:00:00
74983-102402,7:00:00
79560-102424,7:00:00
79568-102941,8:00:00
19968-169124,6:30:00
6225-283,5:00:00
11474-105326,4:30:00
9193-151286,6:00:00
79292-99564,6:00:00
5434-872,4:30:00
74108-17656,6:00:00
18946-177247,8:00:00
15382-192845,6:00:00
6540-62379,5:00:00
6214-38,4:30:00
74254-65021,6:00:00
65178-292097,7:00:00
5722-8007,5:00:00
74105-23807,6:00:00
11034-104012,5:00:00
8916-95345,4:30:00
75001-29516,5:00:00
74791-99277,6:00:00
252-145,5:00:00
75005-82269,6:00:00
10674-100914,4:30:00
22796-224831,6:00:00
11476-105389,4:30:00
239-191,5:00:00
14072-107931,5:00:00
6776-78625,5:30:00
5440-1319,5:00:00
12848-95170,6:00:00
76123-78584,7:00:00
56592-289447,5:00:00
74351-83241,6:00:00
55858-288763,7:00:00
10864-103214,5:30:00
74140-17674,6:00:00
10114-93216,4:30:00
5294-175247,4:30:00
76895-121624,7:00:00
20276-203488,6:00:00
60662-237757,8:00:00
6618-69880,5:00:00
19695-165566,4:30:00
59453-266985,6:00:00
8971-94801,5:00:00
17748-173944,5:00:00
76165-93492,8:00:00
253-136,5:00:00
10862-103208,5:00:00
73566-81441,6:00:00
10351-266964,5:00:00
76134-92543,7:00:00
25714-242145,5:30:00
27920-248749,6:00:00
9715-97673,6:00:00
8171-132784,0:00:00
73929-108099,6:00:00
60484-147687,7:30:00
62602-296289,5:30:00
19542-170046,6:00:00
59272-292602,6:00:00
59271-292599,6:00:00
8715-79143,7:00:00
76480-97492,7:00:00
50265-267189,10:00:00
9361-77100,5:30:00
72920-93638,6:00:00
19139-197344,6:00:00
13203-105259,5:00:00
56882-289931,5:00:00
23693-227588,6:00:00
13656-105132,6:00:00
8245-1082,6:00:00
50539-265964,8:00:00
3048-132884,0:00:00
10564-100526,5:00:00
23309-227624,5:00:00
23353-229005,6:00:00
21786-214784,8:00:00
59587-293017,5:00:00
52424-279825,6:00:00
79699-100511,6:00:00
8875-94175,8:00:00
55846-288590,7:00:00
24358-235924,6:00:00
50154-272526,4:30:00
70017-128605,5:00:00
21592-212352,4:30:00
9657-97677,5:00:00
79375-98080,6:00:00
9364-95870,5:00:00
79397-98082,6:00:00
16134-157964,8:00:00
55883-289607,6:00:00
8545-51440,5:30:00
10158-97033,5:00:00
48136-261246,6:00:00
55618-288664,5:30:00
8217-822,5:00:00
59267-292601,6:00:00
8270-1606,5:30:00
76137-90418,8:00:00
27040-246505,5:00:00
27338-238540,6:30:00
7397-1675,5:00:00
52535-282384,6:00:00
7576-18559,5:30:00
48342-261872,5:00:00
24309-237007,5:00:00
2782-91102,5:00:00
79465-104047,7:00:00
51657-276408,5:00:00
21980-216607,5:30:00
20102-145447,8:00:00
842-2053,5:00:00
7722-194184,9:00:00
16421-157664,5:00:00
7220-158624,5:30:00
9308-96185,6:30:00
26498-244384,5:30:00
79470-97520,7:00:00
7728-62680,5:30:00
9846-98601,5:30:00
27042-246550,5:00:00
16303-158164,4:30:00
66229-299728,10:00:00
76284-90419,8:00:00
18569-180188,5:00:00
48856-261871,5:00:00
7307-1088,5:00:00
7235-643,6:00:00
7509-9876,5:00:00
27104-246826,5:00:00
28759-251047,5:00:00
15413-156964,8:00:00
2783-88801,5:30:00
10045-99397,5:30:00
855-2052,5:00:00
13587-107917,5:00:00
19833-188585,11:00:00
15620-162704,8:00:00
7247-758,6:00:00
49989-265527,7:00:00
10329-100400,5:30:00
7302-555,5:30:00
76428-97523,8:00:00
18012-182204,5:00:00
47121-209144,7:30:00
11811-104574,5:00:00
60447-293024,11:00:00
14770-132264,5:30:00
3438-93385,6:30:00
58281-292448,6:00:00
58310-292276,7:00:00
8131-96060,6:30:00
14090-115227,7:00:00
56946-283204,7:00:00
17224-171944,6:00:00
23267-228864,5:30:00
61514-294907,8:00:00
13983-114731,6:30:00
16153-155504,11:00:00
7921-91620,6:00:00
23591-231287,6:00:00
76878-100172,8:00:00
9721-97945,6:00:00
54804-288519,6:00:00
11808-106389,6:00:00
63030-294860,8:00:00
7646-27128,5:30:00
2864-92970,5:30:00
53836-285955,6:30:00
29856-255547,5:30:00
23266-228865,6:00:00
48170-261809,6:30:00
7441-1994,6:30:00
29719-254988,6:00:00
15847-160724,8:00:00
7704-13119,6:30:00
61605-296007,6:00:00
47840-260050,6:00:00
54172-243284,8:00:00
11807-106578,6:00:00
54446-286216,5:30:00
21352-210984,5:30:00
57601-291413,6:00:00
7207-707,6:00:00
28114-237585,7:00:00
50003-265824,10:00:00
16608-169505,6:00:00
24907-238023,7:00:00
7358-1369,6:00:00
79489-98105,6:00:00
11809-106577,6:00:00
24401-237441,6:00:00
844-169565,6:00:00
7888-82364,5:30:00
50622-275624,6:30:00
7492-8546,5:30:00
9368-96106,6:00:00
25040-239644,5:30:00
76138-93287,8:00:00
28931-251701,5:00:00
56479-289983,7:30:00
14771-125684,5:00:00
10844-246224,5:00:00
56948-289576,8:00:00
771-1233,6:00:00
23748-231729,7:00:00
10978-103122,5:00:00
50125-271844,7:00:00
3481-93777,5:00:00
15781-156770,8:00:00
49985-272084,5:30:00
28117-247973,6:00:00
75897-103607,5:00:00
11547-104513,4:30:00
78040-125104,7:00:00
65155-298441,6:00:00
58678-292935,6:30:00
28127-245827,6:00:00
50323-272085,7:00:00
76674-99665,8:00:00
75868-102438,7:00:00
13543-107050,9:00:00
58141-291421,6:00:00
27550-189471,7:00:00
8966-94758,6:30:00
75292-97046,5:30:00
55192-286248,5:30:00
10977-103124,5:30:00
49520-268890,6:00:00
50620-275647,5:30:00
52015-280429,12:00:00
22656-207925,5:30:00
76765-80541,7:00:00
7937-94760,6:00:00
22111-213744,6:00:00
49267-267324,6:00:00
11291-282649,8:00:00
52267-280701,8:00:00
18887-189364,7:00:00
2796-89420,6:00:00
14189-106800,9:00:00
61251-293881,0:00:00
23198-228147,6:00:00
10210-99922,5:30:00
52279-281229,6:00:00
20283-189472,6:00:00
76565-97430,8:00:00
76142-90928,8:00:00
13864-109444,5:30:00
62165-294768,5:30:00
63640-296239,5:30:00
54127-284925,5:30:00
49367-267264,5:30:00
8803-93237,5:00:00
20544-202124,5:30:00
54678-283174,8:00:00
54059-282255,5:00:00
58950-292558,5:30:00
10525-68001,5:00:00
8595-81781,5:30:00
58225-292267,10:00:00
11550-100565,5:30:00
55149-288799,7:00:00
75237-82496,0:00:00
10523-96187,5:30:00
10524-100802,5:30:00
65619-298858,6:00:00
23825-230184,6:00:00
61784-296158,7:00:00
58949-292557,5:30:00
57029-290647,6:00:00
29453-251365,5:30:00
57818-291006,5:30:00
60511-293846,6:00:00
11377-104433,5:00:00
76292-90929,8:00:00
9727-97683,5:00:00
58017-291794,6:00:00
47844-258410,5:00:00
22869-220006,6:00:00
21139-209284,4:30:00
58018-291734,6:00:00
63945-298282,5:30:00
66903-300740,6:00:00
56272-289106,8:00:00
17805-182673,6:00:00
66828-300743,6:00:00
22278-214404,5:30:00
63714-298257,6:00:00
52136-279234,6:00:00
26366-240525,5:00:00
61283-295446,6:00:00
54879-286249,7:00:00
66904-300741,6:00:00
10876-100552,5:30:00
51869-279235,6:00:00
24767-237484,6:00:00
6754-69680,4:30:00
5540-1551,6:30:00
22998-208625,11:00:00
76266-90565,8:00:00
15729-160027,5:30:00
5724-5909,5:00:00
11228-101110,4:30:00
9550-97298,5:00:00
24801-220165,6:00:00
6526-46619,5:00:00
54448-286408,5:00:00
24599-235459,8:00:00
8941-95244,5:00:00
14020-108042,6:30:00
9255-95871,4:30:00
5564-1277,5:00:00
75530-46519,6:00:00
22365-220168,8:00:00
75548-38899,6:00:00
24461-235456,7:00:00
54260-286184,5:00:00
10713-100776,4:30:00
51779-253405,6:00:00
75597-77705,6:00:00
51522-274147,6:00:00
51969-279624,4:30:00
20402-160226,4:30:00
6843-82601,0:00:00
27323-247264,4:30:00
26890-245933,4:30:00
17647-184044,10:00:00
22286-213104,8:00:00
10817-40120,5:00:00
19311-179845,7:00:00
19824-199324,10:00:00
58525-292719,7:00:00
73398-23312,6:00:00
6669-65900,5:00:00
54316-283325,7:00:00
11162-103730,6:00:00
58262-291805,5:00:00
59307-293294,4:30:00
10005-97691,0:00:00
5894-17215,4:30:00
20437-201808,7:00:00
22635-222685,4:00:00
27549-237604,8:00:00
17416-164226,5:00:00
552-494,5:00:00
20537-206365,4:30:00
6984-85681,4:30:00
19566-174784,4:30:00
56918-290644,8:00:00
50527-273484,5:30:00
50216-271955,6:00:00
6982-88600,4:15:00
23285-226124,5:00:00
13220-107230,4:30:00
8823-94943,5:00:00
74623-93726,6:00:00
5924-40339,3:30:00
24584-235451,8:00:00
74585-83082,6:00:00
23531-196824,4:30:00
73671-93060,6:00:00
9739-96736,4:30:00
53437-283964,4:30:00
76818-111371,8:00:00
25204-236912,4:30:00
10111-99529,4:30:00
58658-292593,4:30:00
17458-178487,6:00:00
78097-108705,6:00:00
20489-206264,3:30:00
19885-173855,6:00:00
53952-285842,4:30:00
5498-1420,5:30:00
6711-40579,4:00:00
10144-285837,5:00:00
56003-289617,4:30:00
73603-80601,6:00:00
70331-90574,8:00:00
5942-45259,4:30:00
20227-204225,4:00:00
60832-294968,6:00:00
47586-258975,6:00:00
5305-457,5:00:00
6572-255995,4:30:00
53506-257451,5:00:00
27294-246704,4:30:00
74887-99591,6:00:00
6760-78102,4:00:00
6915-197405,5:00:00
6584-65300,10:00:00
76363-97160,8:00:00
10182-99743,4:30:00
25059-221464,4:30:00
562-289033,5:00:00
6810-82121,5:30:00
47590-258972,6:00:00
988-569,6:00:00
76612-99483,8:00:00
8577-79500,5:30:00
11120-103653,5:00:00
26561-244464,5:00:00
28860-250899,8:00:00
52766-278070,5:00:00
13879-112244,5:00:00
10555-97656,5:30:00
56074-289346,5:00:00
18951-192490,6:00:00
72630-32241,8:00:00
8530-44019,5:30:00
79258-100120,7:00:00
23263-228010,6:00:00
8411-18281,6:00:00
19560-198986,8:00:00
8293-4170,5:00:00
51576-277624,7:00:00
8203-245244,5:30:00
8253-1225,5:00:00
72542-107438,6:00:00
13409-104791,5:30:00
76600-101462,8:00:00
8469-47984,5:30:00
11045-98613,5:30:00
76834-99485,8:00:00
55844-288916,5:30:00
8260-140210,5:30:00
18734-181744,5:30:00
11873-106325,5:30:00
47415-258112,5:30:00
16652-159344,6:00:00
8215-573,5:30:00
8371-4173,5:30:00
72171-26530,8:00:00
63850-293661,8:00:00
67798-302547,10:00:00
47470-257985,5:30:00
2968-88420,5:00:00
9518-95443,5:30:00
14637-113173,5:00:00
14285-117464,5:30:00
11788-106442,6:00:00
8512-27034,5:30:00
11046-100152,5:00:00
978-271765,5:00:00
10238-100147,5:30:00
56077-289345,5:00:00
5620-1957,5:00:00
5775-16414,6:00:00
5402-1195,5:00:00
16980-167664,5:30:00
21866-169146,5:00:00
5461-1452,5:30:00
6729-74640,5:00:00
52258-279471,5:30:00
22601-215486,4:30:00
58656-292509,4:30:00
5379-98393,5:30:00
74586-39039,6:00:00
5877-29275,5:00:00
49355-251167,8:00:00
14629-128224,4:30:00
24933-239266,4:30:00
6512-60520,5:00:00
11991-105620,5:00:00
624-346,4:30:00
5373-931,5:00:00
507-450,5:30:00
25200-156784,5:00:00
61621-295899,4:30:00
55650-289510,5:00:00
5794-19180,5:00:00
633-351,4:30:00
5277-313,5:00:00
23352-223786,10:00:00
74664-94345,6:00:00
27874-248944,5:00:00
9998-98124,5:30:00
63609-297611,4:45:00
5488-1453,5:30:00
22415-184968,5:00:00
5734-8710,4:30:00
12900-154604,5:00:00
5232-248024,5:00:00
3575-126987,6:00:00
75244-90562,4:00:00
5211-513,5:00:00
5871-30359,6:00:00
74836-98349,6:00:00
5911-34399,5:30:00
58623-292831,4:30:00
5654-2705,4:30:00
58969-286664,6:00:00
5533-1639,5:00:00
74958-102357,6:00:00
5408-100759,4:30:00
4147-153384,8:00:00
5986-49839,6:00:00
14424-72951,4:30:00
27567-237381,8:00:00
5374-1239,5:00:00
52031-280209,7:00:00
10225-98587,5:00:00
5971-48239,5:30:00
5271-845,4:30:00
5669-4251,5:00:00
74816-73618,5:30:00
79650-115165,6:00:00
79784-139564,6:00:00
24132-233525,5:00:00
9687-72943,4:30:00
545-488,5:00:00
79532-102919,6:30:00
58715-290637,4:30:00
5312-907,4:00:00
629-414,4:30:00
9215-9397,5:00:00
5889-27928,4:30:00
9212-9394,5:30:00
76579-99356,8:00:00
47471-256465,5:30:00
74151-24429,5:30:00
5729-8385,4:30:00
6605-2044,4:00:00
5395-1145,5:30:00
74242-24470,5:00:00
59795-286078,8:00:00
6867-81760,4:30:00
9551-97227,5:00:00
5510-992,5:00:00
19656-165924,9:00:00
11239-103904,4:30:00
53646-283069,5:00:00
6937-73142,5:00:00
14311-115765,5:30:00
664-382,5:00:00
79770-123324,5:30:00
2997-85880,5:00:00
5287-841,5:00:00
72129-4029,5:30:00
25428-240965,4:30:00
525-469,5:00:00
5539-722,4:30:00
5984-45779,5:00:00
14005-108040,5:00:00
5783-17134,4:30:00
11093-104235,4:30:00
5302-446,5:30:00
8705-94274,4:30:00
76447-97175,8:00:00
22637-222604,4:30:00
16012-155904,10:00:00
26039-243267,8:00:00
6751-27533,7:00:00
5969-38179,4:30:00
